Time,O2
0.018849973,0.005145407
0.026015987,0.005144543
0.03279211,0.005312503
0.046376186,0.005226477
0.062239126,0.004929206
0.082231715,0.004884602
0.106005438,0.004712959
0.12712632,0.004710413
0.149781298,0.004370129
0.173567752,0.004029709
0.196954768,0.003984695
0.22071576,0.003981831
0.243012677,0.003388426
0.286903116,0.001526594
0.311149481,8.90722E-05
0.333373194,0.00046614
