temperature,tau_s
943,0.003093
944,0.002975
953,0.001689
956,0.002106
972,0.001744
975,0.001725
976,0.002077
983,0.00157
1008,0.001257
1043,0.000983
1056,0.000801
1068,0.000765
1074,0.001039
1091,0.000745
1118,0.000527
1131,0.00063
1191,0.000429
1199,0.000414
1288,0.000293
1308,0.00019
1324,0.000192
1387,0.000168
1588,0.000108
1611,0.000082
1698,0.000079
2136,0.000036
