Time,H2O
0.018452127,0.000419717
0.026740067,0.0005453
0.035398801,0.000755227
0.046707194,0.000838251
0.062544672,0.000878536
0.084403958,0.001086872
0.103629498,0.001211136
0.1265757,0.002010058
0.151078278,0.00217588
0.172211891,0.002004556
0.195934689,0.002508025
0.219660671,0.0029693
0.243760628,0.003472724
0.265588086,0.004103004
0.286806042,0.007813526
0.310753226,0.010342285
0.331132522,0.010171051
