temperature,tau_s
985.4158455,0.000614512
989.3153937,0.000441734
991.2767645,0.000512481
991.6699722,0.000307224
1002.807862,0.00036839
1013.78751,0.000256214
1022.913257,0.000123934
1026.694045,0.000139113
1030.078286,0.000114116
1044.27736,7.42964E-05
1058.425064,5.8967E-05
1076.658053,4.52808E-05
1100.836636,3.53498E-05
1139.471285,2.33978E-05
1169.317119,1.76731E-05
1181.47448,1.73837E-05
