temperature,tau_s
1037.344398,0.000196746
1066.098081,8.76299E-05
1074.34465,5.70522E-05
1079.447323,6.61894E-05
1096.010522,4.60344E-05
1113.585746,3.47711E-05
1169.317119,2.2638E-05
1180.358829,2.22674E-05
1201.345507,1.82662E-05
1233.958539,1.47387E-05
1258.811682,1.18924E-05
1270.971022,1.27041E-05
1291.989664,1.24961E-05
1325.556734,1.04213E-05
