Time,H2
0.031460674,0.009911089
0.044044944,0.009692916
0.066853933,0.008995848
0.084157303,0.008690425
0.11247191,0.008210405
0.144719101,0.007991011
0.18011236,0.007597509
0.221011236,0.006942794
0.260337079,0.006288178
0.299662921,0.005937909
0.338202247,0.005370298
0.418426966,0.004191402
0.461685393,0.003666976
0.496292135,0.003186566
0.535617978,0.002575427
0.580449438,0.002268295
0.618988764,0.002396336
0.658314607,0.001915633
