Time,OH_ppm
3.8967E-05,0.77622498
4.46024E-05,2.888934099
5.11823E-05,12.0205324
5.72865E-05,13.14261569
6.12795E-05,16.2224761
6.5037E-05,18.29762594
6.76239E-05,24.34936384
7.34996E-05,33.46687742
7.67946E-05,44.53277829
8.10279E-05,54.61744315
8.66798E-05,77.73048092
8.85671E-05,89.76822798
9.09216E-05,98.81531792
9.56322E-05,118.9095291
9.89311E-05,134.9755082
0.000101055,149.0179815
0.000102709,163.051065
0.000104592,170.0887338
0.000106712,179.1311288
0.000108362,188.164134
0.000109542,195.1877181
0.000111661,203.2300975
0.00011284,210.2536816
0.000115197,223.3008341
0.000116846,230.333808
0.0001192,238.3808823
0.000121082,243.4185199
0.000122732,252.4515251
0.000125319,258.503263
0.00012767,263.5502903
0.000130726,268.6114024
0.00013331,270.6630777
0.000134954,271.6959577
0.000139654,278.7899654
0.000141771,283.8322978
0.000144354,284.8839575
0.000146232,285.9215324
0.00014811,285.9590917
0.000149988,285.996651
0.000154915,282.0951815
0.000158207,289.1610197
0.000161964,291.2361696
0.000164313,293.28315
0.000167364,292.3441681
0.000176751,288.5319019
0.000186839,281.7336735
0.000197876,285.9543968
