Time,O_ppm,Relative_Uncertainty,W
2.220446049250313e-14,0.8380025138478819,0.1,0.011918282365569905
2.220668093855238e-10,0.8380009172497376,0.1,0.011918282365569905
2.442512858635837e-09,0.8379849514711168,0.1,0.011918282365569905
7.14403310630006e-09,0.8379511468793803,0.1,0.011918282365569905
1.5997399829843544e-08,0.8378874935767593,0.1,0.011918282365569905
3.1803976696338577e-08,0.837773860540658,0.1,0.011918282365569905
5.951824163467089e-08,0.8375746606013083,0.1,0.011918282365569905
1.0798786308568062e-07,0.8372263925791436,0.1,0.011918282365569905
1.94638730255276e-07,0.8366041421793557,0.1,0.011918282365569905
3.8181564236795866e-07,0.835261579636257,0.1,0.011918282365569905
5.689925544806413e-07,0.8339211715820013,0.1,0.011918282365569905
7.56169466593324e-07,0.8325829147911362,0.1,0.011918282365569905
9.433463787060067e-07,0.8312468058883252,0.1,0.011918282365569905
1.3067460043417724e-06,0.8286589007089388,0.1,0.011918282365569905
1.6701456299775382e-06,0.8260790546838999,0.1,0.011918282365569905
2.033545255613304e-06,0.8235072430441973,0.1,0.011918282365569905
2.3969448812490696e-06,0.8209434400708095,0.1,0.011918282365569905
2.760344506884835e-06,0.8183876203201902,0.1,0.011918282365569905
3.4565004620829174e-06,0.8135137021012485,0.1,0.011918282365569905
4.636863557510222e-06,0.8053160127783925,0.1,0.011918282365569905
5.817226652937525e-06,0.7972009454920477,0.1,0.011918282365569905
6.997589748364829e-06,0.7891676630592099,0.1,0.011918282365569905
8.177952843792134e-06,0.7812153404619765,0.1,0.011918282365569905
9.358315939219438e-06,0.773343163467233,0.1,0.011918282365569905
1.0538679034646743e-05,0.7655503257535649,0.1,0.011918282365569905
1.1719042130074048e-05,0.7578360280167604,0.1,0.011918282365569905
1.2899405225501352e-05,0.7501994784388356,0.1,0.011918282365569905
1.4893654172642134e-05,0.7374718210692184,0.1,0.011918282365569905
1.6887903119782913e-05,0.7249601325955045,0.1,0.011918282365569905
1.8882152066923693e-05,0.7126607480305082,0.1,0.011918282365569905
2.2204360814371656e-05,0.6926329515658812,0.1,0.011918282365569905
2.552656956181962e-05,0.6731680878058878,0.1,0.011918282365569905
2.8848778309267583e-05,0.6542503348306304,0.1,0.011918282365569905
3.217098705671554e-05,0.6358643150296452,0.1,0.011918282365569905
3.5493195804163506e-05,0.617995082282012,0.1,0.011918282365569905
3.881540455161147e-05,0.6006281103447513,0.1,0.011918282365569905
4.213761329905943e-05,0.5837492814190308,0.1,0.011918282365569905
4.5459822046507396e-05,0.5673448746970764,0.1,0.011918282365569905
5.08719100292139e-05,0.5416026166611653,0.1,0.011918282365569905
5.475603934877557e-05,0.5238511949114586,0.1,0.011918282365569905
5.864016866833724e-05,0.5066817199828504,0.1,0.011918282365569905
6.252429798789891e-05,0.49007511059737263,0.1,0.011918282365569905
6.640842730746058e-05,0.47401291120780986,0.1,0.011918282365569905
7.029255662702225e-05,0.4584772742956947,0.1,0.011918282365569905
7.417668594658392e-05,0.4434509387759845,0.1,0.011918282365569905
7.806081526614559e-05,0.42891720856522775,0.1,0.011918282365569905
8.612808341288916e-05,0.40023548235564155,0.1,0.011918282365569905
9.171687902190435e-05,0.38149830341391816,0.1,0.011918282365569905
9.730567463091955e-05,0.3636385613673453,0.1,0.011918282365569905
0.00010289447023993474,0.3466151684301381,0.1,0.011918282365569905
0.00010848326584894993,0.33038896194741674,0.1,0.011918282365569905
0.00011407206145796513,0.31492261054739906,0.1,0.011918282365569905
0.00011966085706698032,0.30018052935786255,0.1,0.011918282365569905
0.00012524965267599552,0.28612880057021367,0.1,0.011918282365569905
0.0001308384482850107,0.27273509588386363,0.1,0.011918282365569905
0.0001364272438940259,0.2599686010945808,0.1,0.011918282365569905
0.0001420160395030411,0.24779994452216278,0.1,0.011918282365569905
0.0001476048351120563,0.23620112967296364,0.1,0.011918282365569905
0.0001531936307210715,0.2251454712667993,0.1,0.011918282365569905
0.00015878242633008668,0.21460753389818465,0.1,0.011918282365569905
0.00016437122193910188,0.20456307331223872,0.1,0.011918282365569905
0.00016996001754811707,0.19498898050757427,0.1,0.011918282365569905
0.00017554881315713227,0.18586322862054105,0.1,0.011918282365569905
0.00018113760876614746,0.17716482232624292,0.1,0.011918282365569905
