Time,CH3_ppm
2.220446049250313e-14,661.2903225781399
2.220668093855238e-10,661.2902975254614
2.442512858635837e-09,661.2900469988041
1.273014844028654e-08,661.2888862764896
3.7606834664659164e-08,661.2860795331484
8.618813024156685e-08,661.2805983559052
1.7415127768503015e-07,661.2706741580436
3.2926296599205185e-07,661.253174837786
6.013983970994811e-07,661.2224754231264
1.0894397224607143e-06,661.1674269484541
2.1508461611584696e-06,661.0477375615244
3.2122525998562244e-06,660.9280914984936
4.273659038553979e-06,660.8084887374185
5.335065477251734e-06,660.6889292553223
6.396471915949489e-06,660.5694130288927
8.079213436684037e-06,660.3800219741485
9.761954957418586e-06,660.1907394942046
1.1444696478153134e-05,660.001565494732
1.3127437998887683e-05,659.8124998797168
1.6687353472129125e-05,659.4128798171622
2.0247268945370566e-05,659.013743527017
3.1371595330693395e-05,657.7695967862833
3.866606188043483e-05,656.9563292183086
4.596052843017626e-05,656.1450701943132
5.3254994979917686e-05,655.3358122947155
6.480349447914457e-05,654.0586802033808
7.635199397837145e-05,652.786516234786
8.790049347759834e-05,651.5192914644318
9.944899297682522e-05,650.2569771802084
0.00012007554197019694,648.0145107054657
0.00014070209096356866,645.7874577468039
0.00016132863995694038,643.575659924603
0.00020199457538337342,639.2591082151994
0.00024266051080980647,635.0000740180967
0.0002833264462362395,630.7974154139652
0.00032399238166267255,626.6500204965629
0.0003646583170891056,622.5568063410373
0.00040532425251553863,618.516718104473
0.00044599018794197167,614.5287281569882
0.0004866561233684047,610.5918352159565
0.0005480298495113997,604.7448054649229
0.0006094035756543947,599.0086956379539
0.0006707773017973897,593.3803795675337
0.0007321510279403847,587.8568472811321
0.0007935247540833797,582.435199388438
0.0008548984802263747,577.1126423990929
0.0009162722063693697,571.8864842403287
0.0009776459325123647,566.7541296403181
0.0010390196586553596,561.7130756264103
