Time,H2
0.3674698795180724, 0.00556164383561644
0.40361445783132543, 0.00556164383561644
0.47590361445783147, 0.005433789954337902
0.5481927710843375, 0.0049863013698630155
0.6385542168674698, 0.004474885844748861
0.7409638554216869, 0.004730593607305938
0.8734939759036144, 0.004283105022831052
1.024096385542169, 0.003899543378995436
1.144578313253012, 0.003707762557077627
1.2831325301204821, 0.0032602739726027407
1.4457831325301205, 0.0028767123287671247
1.566265060240964, 0.0020456621004566224
1.7048192771084338, 0.0013424657534246588
1.8253012048192774, 0.0015342465753424676
1.957831325301205, 0.001406392694063929
2.1024096385542173, 0.0008949771689497725
2.2469879518072293, 0.0005753424657534267
2.379518072289157, 0.0003196347031963493
2.5180722891566267, 0.0003196347031963493

