Time,CH2O_ppm
0.242834857,6.484690575
0.336384155,6.718157227
0.396227824,6.190550475
0.462120584,5.696134889
0.50984118,5.069087409
0.56975953,4.640655857
0.632441044,3.88170669
0.683323099,3.453075991
0.740229351,3.024578057
0.794173291,2.662130541
0.848191911,2.398858224
0.905247523,2.168710689
0.959216357,1.839321573
1.025308263,1.609373185
