Time,OH_ppm
2.82258E-06,15.07849739
6.2724E-06,14.72979714
1.03495E-05,14.26497894
1.3172E-05,13.99373684
1.63082E-05,13.64510586
1.94444E-05,13.37379448
2.19534E-05,13.10262166
2.41487E-05,12.83151812
2.66577E-05,12.63766489
2.85394E-05,12.40529043
3.07348E-05,12.21150648
3.29301E-05,12.01772254
3.51254E-05,11.82393859
3.73208E-05,11.63015464
3.92025E-05,11.39778018
4.07706E-05,11.2041348
4.35932E-05,10.93289269
4.7043E-05,10.70017182
5.04928E-05,10.46745095
5.30018E-05,10.27359772
5.55108E-05,10.07974449
