Time,O_ppm,W
1.46E-07,0.002551364,0.061545745
1.86E-07,0.00325894,0.061545745
2.27E-07,0.003964387,0.061545745
2.68E-07,0.004667711,0.061545745
3.09E-07,0.005368919,0.061545745
3.88E-07,0.006732258,0.061545745
5.29E-07,0.009137649,0.061545745
6.24E-07,0.010728585,0.061545745
7.18E-07,0.012308448,0.061545745
8.13E-07,0.013877317,0.061545745
9.07E-07,0.015435268,0.061545745
1.06E-06,0.017911431,0.061545745
1.21E-06,0.020360013,0.061545745
1.36E-06,0.022781322,0.061545745
1.63E-06,0.027003688,0.061545745
1.90E-06,0.031143119,0.061545745
2.16E-06,0.035201245,0.061545745
2.43E-06,0.039179662,0.061545745
2.70E-06,0.043079937,0.061545745
3.17E-06,0.04966869,0.061545745
3.63E-06,0.056034455,0.061545745
4.10E-06,0.062184784,0.061545745
4.56E-06,0.068126973,0.061545745
5.03E-06,0.073868069,0.061545745
5.49E-06,0.079414881,0.061545745
5.96E-06,0.084773986,0.061545745
6.82E-06,0.094187913,0.061545745
7.41E-06,0.10038781,0.061545745
8.01E-06,0.106320032,0.061545745
8.60E-06,0.111996138,0.061545745
9.20E-06,0.11742719,0.061545745
9.80E-06,0.122623772,0.061545745
1.04E-05,0.12759601,0.061545745
1.10E-05,0.132353593,0.061545745
1.16E-05,0.136905792,0.061545745
1.25E-05,0.143755714,0.061545745
1.35E-05,0.150140604,0.061545745
1.44E-05,0.156092041,0.061545745
1.54E-05,0.161639461,0.061545745
1.63E-05,0.166810296,0.061545745
1.73E-05,0.171630117,0.061545745
1.82E-05,0.176122756,0.061545745
1.92E-05,0.180310428,0.061545745
2.01E-05,0.184213837,0.061545745
