Time,H_mol/cm^3
4.64605E-05,	1.84295E-12
7.43692E-05,	3.31389E-12
0.00011467,	5.52023E-12
0.000173729,	7.66606E-12
0.000254555,	1.05476E-11
0.000326142,	1.25102E-11
0.000394612,	1.44114E-11
0.000472566,	1.5578E-11
0.000563181,	1.56428E-11
0.000653815,	1.5585E-11
0.000781993,	1.52224E-11
0.000878958,	1.46137E-11
0.001013512,	1.33939E-11
0.001163655,	1.24198E-11
0.001316986,	1.1017E-11
0.001473389,	9.98185E-12
