time,Absorbance_158
1.99677E-05,0.000256602
2.07619E-05,0.00029937
2.17568E-05,0.000348716
2.25493E-05,0.000394773
2.36378E-05,0.000460569
2.43231E-05,0.000516495
2.52092E-05,0.000579
2.60952E-05,0.000641506
2.69745E-05,0.000717171
2.78605E-05,0.000779677
2.88435E-05,0.000852052
3.02279E-05,0.000937586
3.18112E-05,0.001032989
3.33963E-05,0.001125103
3.5085E-05,0.001213927
3.67891E-05,0.001273143
