Time,OH_ppm
0.000017061224489795925, 62.66666666666663
0.00001816666666666667, 76
0.000019068027210884358, 89.33333333333326
0.000019967687074829933, 104
0.000020761904761904767, 121.33333333333337
0.000021756802721088432, 141.33333333333337
0.00002254931972789116, 160
0.000023637755102040815, 186.66666666666674
0.000024323129251700682, 209.33333333333337
0.000025209183673469387, 234.66666666666669
0.000026095238095238092, 260
0.00002697448979591836, 290.66666666666674
0.000027860544217687077, 316
0.000028843537414965985, 345.33333333333337
0.000030227891156462582, 380.00000000000006
0.00003181122448979592, 418.66666666666663
0.00003339625850340136, 456
0.00003508503401360544, 492
0.000036789115646258496, 516
0.00003921258503401361, 536
0.00004193877551020407, 558.6666666666666
0.00004396768707482993, 568
