Time,CH2O
9.62036E-06,0.032814588
2.00938E-05,0.022936186
3.019E-05,0.016918251
3.96195E-05,0.011626971
4.9519E-05,0.007138518
6.04748E-05,0.004401777
6.97569E-05,0.003117354
7.93853E-05,0.002125378
8.9817E-05,0.001572902
