Time,CO_ppm,Relative_Uncertainty,W
0.0013176,473,0.05,0.014214817
0.0013192,474,0.05,0.014214817
0.0013208,474,0.05,0.014214817
0.0013224,476,0.05,0.014214817
0.001324,476,0.05,0.014214817
0.0013256,478,0.05,0.014214817
0.0013272,478,0.05,0.014214817
0.0013288,471,0.05,0.014214817
0.0013304,473,0.05,0.014214817
0.001332,479,0.05,0.014214817
0.0013336,481,0.05,0.014214817
0.0013352,484,0.05,0.014214817
0.0013368,481,0.05,0.014214817
0.0013384,478,0.05,0.014214817
0.00134,474,0.05,0.014214817
0.0013416,478,0.05,0.014214817
0.0013432,479,0.05,0.014214817
0.0013448,476,0.05,0.014214817
0.0013464,481,0.05,0.014214817
0.001348,478,0.05,0.014214817
0.0013496,478,0.05,0.014214817
0.0013512,476,0.05,0.014214817
0.0013528,474,0.05,0.014214817
0.0013544,482,0.05,0.014214817
0.001356,473,0.05,0.014214817
0.0013576,476,0.05,0.014214817
0.0013592,471,0.05,0.014214817
0.0013608,476,0.05,0.014214817
0.0013624,471,0.05,0.014214817
0.001364,476,0.05,0.014214817
0.0013656,481,0.05,0.014214817
0.0013672,478,0.05,0.014214817
0.0013688,478,0.05,0.014214817
0.0013704,473,0.05,0.014214817
0.001372,474,0.05,0.014214817
0.0013736,473,0.05,0.014214817
0.0013752,476,0.05,0.014214817
0.0013768,479,0.05,0.014214817
0.0013784,473,0.05,0.014214817
0.00138,476,0.05,0.014214817
0.0013816,478,0.05,0.014214817
0.0013832,474,0.05,0.014214817
0.0013848,474,0.05,0.014214817
0.0013864,478,0.05,0.014214817
0.001388,476,0.05,0.014214817
0.0013896,473,0.05,0.014214817
0.0013912,474,0.05,0.014214817
0.0013928,476,0.05,0.014214817
0.0013944,469,0.05,0.014214817
0.001396,473,0.05,0.014214817
0.0013976,474,0.05,0.014214817
0.0013992,481,0.05,0.014214817
0.0014008,473,0.05,0.014214817
0.0014024,479,0.05,0.014214817
0.001404,482,0.05,0.014214817
0.0014056,476,0.05,0.014214817
0.0014072,474,0.05,0.014214817
0.0014088,474,0.05,0.014214817
0.0014104,473,0.05,0.014214817
0.001412,465,0.05,0.014214817
0.0014136,471,0.05,0.014214817
0.0014152,474,0.05,0.014214817
0.0014168,476,0.05,0.014214817
0.0014184,471,0.05,0.014214817
0.00142,474,0.05,0.014214817
0.0014216,469,0.05,0.014214817
0.0014232,471,0.05,0.014214817
0.0014248,476,0.05,0.014214817
0.0014264,473,0.05,0.014214817
0.001428,478,0.05,0.014214817
0.0014296,473,0.05,0.014214817
0.0014312,482,0.05,0.014214817
0.0014328,481,0.05,0.014214817
0.0014344,478,0.05,0.014214817
0.001436,476,0.05,0.014214817
0.0014376,479,0.05,0.014214817
0.0014392,463,0.05,0.014214817
0.0014408,478,0.05,0.014214817
0.0014424,478,0.05,0.014214817
0.001444,471,0.05,0.014214817
0.0014456,478,0.05,0.014214817
0.0014472,476,0.05,0.014214817
0.0014488,468,0.05,0.014214817
0.0014504,476,0.05,0.014214817
0.001452,478,0.05,0.014214817
0.0014536,474,0.05,0.014214817
0.0014552,474,0.05,0.014214817
0.0014568,466,0.05,0.014214817
0.0014584,478,0.05,0.014214817
0.00146,469,0.05,0.014214817
0.0014616,473,0.05,0.014214817
0.0014632,478,0.05,0.014214817
0.0014648,476,0.05,0.014214817
0.0014664,469,0.05,0.014214817
0.001468,476,0.05,0.014214817
0.0014696,468,0.05,0.014214817
0.0014712,471,0.05,0.014214817
0.0014728,476,0.05,0.014214817
0.0014744,469,0.05,0.014214817
0.001476,481,0.05,0.014214817
0.0014776,473,0.05,0.014214817
0.0014792,469,0.05,0.014214817
0.0014808,473,0.05,0.014214817
0.0014824,473,0.05,0.014214817
0.001484,469,0.05,0.014214817
0.0014856,471,0.05,0.014214817
0.0014872,463,0.05,0.014214817
0.0014888,476,0.05,0.014214817
0.0014904,474,0.05,0.014214817
0.001492,469,0.05,0.014214817
0.0014936,468,0.05,0.014214817
0.0014952,476,0.05,0.014214817
0.0014968,473,0.05,0.014214817
0.0014984,473,0.05,0.014214817
0.0015,478,0.05,0.014214817
0.0015016,474,0.05,0.014214817
0.0015032,473,0.05,0.014214817
0.0015048,468,0.05,0.014214817
0.0015064,474,0.05,0.014214817
0.001508,471,0.05,0.014214817
0.0015096,465,0.05,0.014214817
0.0015112,473,0.05,0.014214817
0.0015128,471,0.05,0.014214817
0.0015144,465,0.05,0.014214817
0.001516,469,0.05,0.014214817
0.0015176,473,0.05,0.014214817
0.0015192,466,0.05,0.014214817
0.0015208,476,0.05,0.014214817
0.0015224,466,0.05,0.014214817
0.001524,445,0.05,0.014214817
0.0015256,469,0.05,0.014214817
0.0015272,499,0.05,0.014214817
0.0015288,487,0.05,0.014214817
0.0015304,473,0.05,0.014214817
0.001532,468,0.05,0.014214817
0.0015336,466,0.05,0.014214817
0.0015352,463,0.05,0.014214817
0.0015368,461,0.05,0.014214817
0.0015384,478,0.05,0.014214817
0.00154,491,0.05,0.014214817
0.0015416,482,0.05,0.014214817
0.0015432,458,0.05,0.014214817
0.0015448,460,0.05,0.014214817
0.0015464,469,0.05,0.014214817
0.001548,474,0.05,0.014214817
0.0015496,469,0.05,0.014214817
0.0015512,465,0.05,0.014214817
0.0015528,465,0.05,0.014214817
0.0015544,466,0.05,0.014214817
0.001556,474,0.05,0.014214817
0.0015576,471,0.05,0.014214817
0.0015592,471,0.05,0.014214817
0.0015608,468,0.05,0.014214817
0.0015624,468,0.05,0.014214817
0.001564,466,0.05,0.014214817
0.0015656,469,0.05,0.014214817
0.0015672,469,0.05,0.014214817
0.0015688,469,0.05,0.014214817
0.0015704,469,0.05,0.014214817
0.001572,471,0.05,0.014214817
0.0015736,468,0.05,0.014214817
0.0015752,465,0.05,0.014214817
0.0015768,469,0.05,0.014214817
0.0015784,473,0.05,0.014214817
0.00158,468,0.05,0.014214817
0.0015816,463,0.05,0.014214817
0.0015832,461,0.05,0.014214817
0.0015848,468,0.05,0.014214817
0.0015864,466,0.05,0.014214817
0.001588,468,0.05,0.014214817
0.0015896,466,0.05,0.014214817
0.0015912,463,0.05,0.014214817
0.0015928,468,0.05,0.014214817
0.0015944,466,0.05,0.014214817
0.001596,473,0.05,0.014214817
0.0015976,466,0.05,0.014214817
0.0015992,466,0.05,0.014214817
0.0016008,465,0.05,0.014214817
0.0016024,465,0.05,0.014214817
0.001604,466,0.05,0.014214817
0.0016056,458,0.05,0.014214817
0.0016072,473,0.05,0.014214817
0.0016088,461,0.05,0.014214817
0.0016104,468,0.05,0.014214817
0.001612,465,0.05,0.014214817
0.0016136,466,0.05,0.014214817
0.0016152,463,0.05,0.014214817
0.0016168,471,0.05,0.014214817
0.0016184,463,0.05,0.014214817
0.00162,461,0.05,0.014214817
0.0016216,463,0.05,0.014214817
0.0016232,461,0.05,0.014214817
0.0016248,465,0.05,0.014214817
0.0016264,463,0.05,0.014214817
0.001628,468,0.05,0.014214817
0.0016296,471,0.05,0.014214817
0.0016312,463,0.05,0.014214817
0.0016328,469,0.05,0.014214817
0.0016344,468,0.05,0.014214817
0.001636,461,0.05,0.014214817
0.0016376,465,0.05,0.014214817
0.0016392,469,0.05,0.014214817
0.0016408,465,0.05,0.014214817
0.0016424,468,0.05,0.014214817
0.001644,468,0.05,0.014214817
0.0016456,468,0.05,0.014214817
0.0016472,469,0.05,0.014214817
0.0016488,468,0.05,0.014214817
0.0016504,469,0.05,0.014214817
0.001652,465,0.05,0.014214817
0.0016536,465,0.05,0.014214817
0.0016552,465,0.05,0.014214817
0.0016568,469,0.05,0.014214817
0.001676,465,0.05,0.014214817
0.0016776,469,0.05,0.014214817
0.0016792,461,0.05,0.014214817
0.0016808,461,0.05,0.014214817
0.0016824,465,0.05,0.014214817
0.001684,468,0.05,0.014214817
0.0016856,468,0.05,0.014214817
0.0016872,471,0.05,0.014214817
0.0016888,465,0.05,0.014214817
0.0016904,463,0.05,0.014214817
