Time,CO
0.274691358,0.002019064
0.342592593,0.00198163
0.410493827,0.001984357
0.484567901,0.001967252
0.564814815,0.001930314
0.641975309,0.001953493
0.716049383,0.001916307
0.783950617,0.001919034
0.867283951,0.00184206
0.935185185,0.001824706
1.024691358,0.00178814
1.092592593,0.001770787
1.166666667,0.001753681
1.25308642,0.001737072
1.333333333,0.001659973
