time,Absorbance_105,Relative_Uncertainty,W
1.427034736151528e-13,0.23194212178609308,0.1,0.034020690871988585
1.4271774396251433e-09,0.231941719877038,0.1,0.034020690871988585
1.5697524801140424e-08,0.23193770083292634,0.1,0.034020690871988585
5.5035766356424994e-08,0.23192662212445464,0.1,0.034020690871988585
1.3556562109616205e-07,0.23190394437982295,0.1,0.034020690871988585
2.838210738458555e-07,0.23186220042541134,0.1,0.034020690871988585
5.467677852979594e-07,0.23178818156202774,0.1,0.034020690871988585
1.009370530666032e-06,0.23165801732910182,0.1,0.034020690871988585
1.8469186757045965e-06,0.2314225392449663,0.1,0.034020690871988585
3.959967037674658e-06,0.23082951479033537,0.1,0.034020690871988585
6.073015399644721e-06,0.23023800996616287,0.1,0.034020690871988585
8.186063761614782e-06,0.22964802112342042,0.1,0.034020690871988585
1.0299112123584843e-05,0.22905954445727783,0.1,0.034020690871988585
1.3722944021952315e-05,0.2281092193131076,0.1,0.034020690871988585
1.7146775920319784e-05,0.22716283879502913,0.1,0.034020690871988585
2.0570607818687256e-05,0.22622038639822895,0.1,0.034020690871988585
2.3994439717054727e-05,0.2252818453262585,0.1,0.034020690871988585
2.9422130908007108e-05,0.2238019809668118,0.1,0.034020690871988585
3.484982209895949e-05,0.22233184001246906,0.1,0.034020690871988585
4.52843239018545e-05,0.21953263808289078,0.1,0.034020690871988585
5.5718825704749506e-05,0.21676868690121054,0.1,0.034020690871988585
6.615332750764451e-05,0.214039541594675,0.1,0.034020690871988585
7.658782931053953e-05,0.21134476355640797,0.1,0.034020690871988585
8.702233111343454e-05,0.2086839201536877,0.1,0.034020690871988585
0.0001035813826625671,0.2045298999206103,0.1,0.034020690871988585
0.00012014043421169966,0.20045858605348246,0.1,0.034020690871988585
0.00013669948576083222,0.19646833139168843,0.1,0.034020690871988585
0.00015325853730996478,0.19255752136720508,0.1,0.034020690871988585
0.00016981758885909734,0.18872457352732644,0.1,0.034020690871988585
0.0001863766404082299,0.18496793701734665,0.1,0.034020690871988585
0.00021978569230113519,0.17761479079738796,0.1,0.034020690871988585
0.0002531947441940405,0.17055400866223205,0.1,0.034020690871988585
0.0002866037960869458,0.16377396379933373,0.1,0.034020690871988585
0.0003200128479798511,0.1572634926650628,0.1,0.034020690871988585
0.0003534218998727564,0.1510118735518531,0.1,0.034020690871988585
0.00038683095176566173,0.14500880992102086,0.1,0.034020690871988585
0.00042024000365856705,0.1392444157273997,0.1,0.034020690871988585
0.00045364905555147236,0.13370919954758576,0.1,0.034020690871988585
0.0004870581074443777,0.12839404785624522,0.1,0.034020690871988585
0.000520467159337283,0.12329020926490088,0.1,0.034020690871988585
0.0005538762112301883,0.11838928028711078,0.1,0.034020690871988585
0.0005872852631230936,0.1136831919098137,0.1,0.034020690871988585
0.0006206943150159989,0.10916419635083899,0.1,0.034020690871988585
0.0006812771866589692,0.10142291549371465,0.1,0.034020690871988585
0.0007418600583019395,0.09423065669996102,0.1,0.034020690871988585
0.0008024429299449097,0.08754847466575245,0.1,0.034020690871988585
0.00086302580158788,0.08134018642905122,0.1,0.034020690871988585
0.0009236086732308502,0.07557217762052566,0.1,0.034020690871988585
0.0009841915448738205,0.07021322035215435,0.1,0.034020690871988585
0.0010447744165167907,0.06523430239895224,0.1,0.034020690871988585
0.001105357288159761,0.06060846912759436,0.1,0.034020690871988585
0.0011659401598027312,0.05631067782051877,0.1,0.034020690871988585
0.0012265230314457015,0.05231766253683821,0.1,0.034020690871988585
0.0012871059030886717,0.04860780805506163,0.1,0.034020690871988585
