Time,CH3_ppm
1.55025E-06,1.004016064
2.41625E-06,1.606425703
3.1092E-06,2.008032129
3.88885E-06,2.409638554
4.5818E-06,2.81124498
5.2737E-06,3.815261044
6.39877E-06,5.020080321
7.43715E-06,6.224899598
8.56188E-06,7.630522088
9.51424E-06,8.43373494
1.03792E-05,9.638554217
1.15043E-05,10.84337349
1.25427E-05,12.04819277
1.34087E-05,12.65060241
1.45341E-05,13.65461847
1.54861E-05,14.65863454
1.63511E-05,15.86345382
1.72167E-05,16.66666667
1.83422E-05,17.67068273
1.94672E-05,18.87550201
2.0592E-05,20.2811245
2.18051E-05,20.68273092
2.27565E-05,22.08835341
2.41417E-05,23.29317269
2.51807E-05,24.09638554
2.63061E-05,25.10040161
2.74319E-05,25.90361446
2.85574E-05,26.90763052
2.97698E-05,27.71084337
3.08953E-05,28.71485944
3.21077E-05,29.51807229
3.31472E-05,30.12048193
3.42729E-05,30.92369478
3.53987E-05,31.72690763
3.63507E-05,32.73092369
3.76503E-05,33.33333333
3.91235E-05,33.73493976
4.04231E-05,34.3373494
4.16356E-05,35.14056225
4.28484E-05,35.74297189
4.38882E-05,36.14457831
4.51873E-05,36.94779116
4.65736E-05,37.5502008
4.77871E-05,37.75100402
4.87402E-05,38.15261044
4.99533E-05,38.55421687
5.11662E-05,39.15662651
5.22063E-05,39.35742972
5.34202E-05,39.35742972
5.4547E-05,39.55823293
5.6107E-05,39.95983936
5.73208E-05,39.95983936
5.86214E-05,39.95983936
