Time,H_ppm,W
9.66771633882994e-13,2.3134221306581706,0.02749286996141075
9.668683110463822e-09,2.313420625177389,0.02749286996141075
1.0634584649876322e-07,2.3134055704420793,0.02749286996141075
6.244459858157092e-07,2.3133248929206838,0.02749286996141075
1.9377354515268647e-06,2.3131204040259314,0.02749286996141075
4.544864773214878e-06,2.3127145138887526,0.02749286996141075
9.298646924867611e-06,2.311974625890773,0.02749286996141075
1.7764566127699083e-05,2.310657623655191,0.02749286996141075
3.337332370766209e-05,2.3082316259357922,0.02749286996141075
6.357151563986404e-05,2.3035460753239234,0.02749286996141075
9.376970757206599e-05,2.298871075013187,0.02749286996141075
0.00012396789950426795,2.2942065985905495,0.02749286996141075
0.0001541660914364699,2.2895526186854913,0.02749286996141075
0.00018436428336867186,2.284909107668513,0.02749286996141075
0.00022638306645180546,2.2784653379854802,0.02749286996141075
0.00026840184953493907,2.272041714748447,0.02749286996141075
0.00031042063261807267,2.2656381618506374,0.02749286996141075
0.0003524394157012063,2.2592546032419483,0.02749286996141075
0.0005364583858766236,2.231531864608136,0.02749286996141075
0.0006408949106435986,2.2159659560400367,0.02749286996141075
0.0007453314354105737,2.200520041576624,0.02749286996141075
0.0008497679601775488,2.185193041110552,0.02749286996141075
0.0009542044849445238,2.1699838847072597,0.02749286996141075
0.0010586410097114989,2.1548915130494883,0.02749286996141075
0.0012799228128860455,2.123294693243845,0.02749286996141075
0.0015012046160605922,2.0922076857297776,0.02749286996141075
0.0017224864192351389,2.0616208938607787,0.02749286996141075
0.0019437682224096855,2.03152495753026,0.02749286996141075
0.002165050025584232,2.0019107434294883,0.02749286996141075
0.002386331828758779,1.9727693245857505,0.02749286996141075
0.0026076136319333255,1.9440919695564618,0.02749286996141075
0.002828895435107872,1.9158701393572717,0.02749286996141075
0.003191699954907953,1.870562639293914,0.02749286996141075
0.003554504474708034,1.8264215577048977,0.02749286996141075
0.003917308994508115,1.783412453782039,0.02749286996141075
0.004280113514308196,1.741502110160793,0.02749286996141075
0.004642918034108277,1.7006584766798076,0.02749286996141075
0.005005722553908358,1.6608506213329797,0.02749286996141075
0.005368527073708439,1.6220486842936412,0.02749286996141075
0.00573133159350852,1.584223833205237,0.02749286996141075
0.006094136113308601,1.547348219973218,0.02749286996141075
0.006706314243966345,1.4872037550543475,0.02749286996141075
0.007153889643937938,1.4448216173098327,0.02749286996141075
0.0076014650439095305,1.4037313268140867,0.02749286996141075
0.008049040443881123,1.3638887984626868,0.02749286996141075
0.008496615843852716,1.3252517121177698,0.02749286996141075
0.008944191243824309,1.287779441913591,0.02749286996141075
0.009694852106213899,1.227440390921299,0.02749286996141075
0.01044551296860349,1.1700941193594203,0.02749286996141075
