Time,O_ppm,W
1.65E-07,0.001147287,0.059549133
2.08E-07,0.00144465,0.059549133
2.52E-07,0.001741064,0.059549133
2.95E-07,0.002036534,0.059549133
3.46E-07,0.002388497,0.059549133
3.98E-07,0.002739118,0.059549133
4.50E-07,0.003088403,0.059549133
5.01E-07,0.003436356,0.059549133
5.91E-07,0.004039931,0.059549133
6.81E-07,0.0046395,0.059549133
7.71E-07,0.00523509,0.059549133
8.61E-07,0.005826727,0.059549133
9.51E-07,0.006414437,0.059549133
1.09E-06,0.007304787,0.059549133
1.23E-06,0.008186126,0.059549133
1.36E-06,0.009058543,0.059549133
1.62E-06,0.010669479,0.059549133
1.88E-06,0.012249998,0.059549133
2.14E-06,0.013800677,0.059549133
2.39E-06,0.015322079,0.059549133
2.65E-06,0.016814758,0.059549133
2.91E-06,0.018279254,0.059549133
3.17E-06,0.0197161,0.059549133
3.42E-06,0.021125818,0.059549133
3.90E-06,0.023678095,0.059549133
4.38E-06,0.026141452,0.059549133
4.86E-06,0.028518988,0.059549133
5.34E-06,0.030813694,0.059549133
5.82E-06,0.033028456,0.059549133
6.30E-06,0.035166058,0.059549133
6.78E-06,0.037229191,0.059549133
7.26E-06,0.039220449,0.059549133
7.74E-06,0.041142336,0.059549133
8.32E-06,0.043404016,0.059549133
8.91E-06,0.045569628,0.059549133
9.50E-06,0.047643254,0.059549133
1.01E-05,0.049628801,0.059549133
1.10E-05,0.052551903,0.059549133
1.19E-05,0.055284111,0.059549133
1.28E-05,0.057837894,0.059549133
1.37E-05,0.060224905,0.059549133
1.46E-05,0.062456037,0.059549133
1.56E-05,0.064541468,0.059549133
1.65E-05,0.066490716,0.059549133
1.74E-05,0.068312674,0.059549133
1.83E-05,0.070015654,0.059549133
1.92E-05,0.071607428,0.059549133
2.01E-05,0.073095257,0.059549133
