Time,CH2O
1.12921E-06,0.039709619
1.01103E-05,0.032740472
2.00794E-05,0.023012704
3.00937E-05,0.017277677
3.97716E-05,0.011833031
4.97999E-05,0.007332123
6.03009E-05,0.004573503
6.99083E-05,0.002903811
7.96347E-05,0.001742287
9.01653E-05,0.001597096
