Time,CH2O_ppm
0.239551047,9.761904762
0.290950502,13.49206349
0.359631821,15.63492063
0.422560346,18.33333333
0.484995773,19.36507937
0.54740772,20.31746032
0.618343195,20.07936508
0.68632009,19.84126984
0.751408848,19.84126984
0.819221377,19.04761905
0.88715131,18.65079365
0.943176482,18.01587302
1.014041514,17.53968254
1.084953508,17.22222222
1.149783977,16.34920635
