Time,CO_ppm,Relative_Uncertainty,W
7.2e-06,7,0.05,0.020502309
1.04e-05,1,0.05,0.020502309
1.0800000000000002e-05,4,0.05,0.020502309
1.12e-05,1,0.05,0.020502309
1.1599999999999999e-05,1,0.05,0.020502309
1.2e-05,4,0.05,0.020502309
1.28e-05,8,0.05,0.020502309
1.32e-05,5,0.05,0.020502309
1.36e-05,1,0.05,0.020502309
1.4800000000000002e-05,4,0.05,0.020502309
1.52e-05,1,0.05,0.020502309
1.64e-05,1,0.05,0.020502309
1.7199999999999998e-05,4,0.05,0.020502309
1.76e-05,1,0.05,0.020502309
1.8e-05,1,0.05,0.020502309
1.84e-05,5,0.05,0.020502309
2.12e-05,1,0.05,0.020502309
2.1600000000000003e-05,1,0.05,0.020502309
2.52e-05,2,0.05,0.020502309
2.64e-05,5,0.05,0.020502309
2.7600000000000003e-05,2,0.05,0.020502309
2.84e-05,5,0.05,0.020502309
2.9600000000000005e-05,2,0.05,0.020502309
3.04e-05,1,0.05,0.020502309
3.12e-05,4,0.05,0.020502309
3.24e-05,5,0.05,0.020502309
3.28e-05,1,0.05,0.020502309
3.32e-05,1,0.05,0.020502309
3.3600000000000004e-05,1,0.05,0.020502309
3.4e-05,4,0.05,0.020502309
3.4399999999999996e-05,2,0.05,0.020502309
3.48e-05,2,0.05,0.020502309
3.52e-05,2,0.05,0.020502309
3.5600000000000005e-05,1,0.05,0.020502309
3.6e-05,2,0.05,0.020502309
3.64e-05,1,0.05,0.020502309
3.68e-05,5,0.05,0.020502309
3.8e-05,5,0.05,0.020502309
3.84e-05,1,0.05,0.020502309
3.9200000000000004e-05,4,0.05,0.020502309
4e-05,4,0.05,0.020502309
4.04e-05,1,0.05,0.020502309
4.0799999999999996e-05,4,0.05,0.020502309
4.1200000000000005e-05,1,0.05,0.020502309
4.16e-05,5,0.05,0.020502309
4.2e-05,4,0.05,0.020502309
4.24e-05,2,0.05,0.020502309
4.3200000000000007e-05,5,0.05,0.020502309
4.36e-05,1,0.05,0.020502309
4.44e-05,4,0.05,0.020502309
4.52e-05,5,0.05,0.020502309
4.5600000000000004e-05,4,0.05,0.020502309
4.6e-05,5,0.05,0.020502309
4.6399999999999996e-05,7,0.05,0.020502309
4.68e-05,5,0.05,0.020502309
4.72e-05,2,0.05,0.020502309
4.8e-05,5,0.05,0.020502309
4.84e-05,7,0.05,0.020502309
4.88e-05,11,0.05,0.020502309
4.92e-05,7,0.05,0.020502309
4.96e-05,5,0.05,0.020502309
5e-05,5,0.05,0.020502309
5.08e-05,7,0.05,0.020502309
5.12e-05,11,0.05,0.020502309
5.2000000000000004e-05,8,0.05,0.020502309
5.24e-05,5,0.05,0.020502309
5.28e-05,2,0.05,0.020502309
5.3200000000000006e-05,8,0.05,0.020502309
5.36e-05,10,0.05,0.020502309
5.4000000000000005e-05,4,0.05,0.020502309
5.44e-05,10,0.05,0.020502309
5.479999999999999e-05,8,0.05,0.020502309
5.520000000000001e-05,8,0.05,0.020502309
5.56e-05,5,0.05,0.020502309
5.6000000000000006e-05,1,0.05,0.020502309
5.6399999999999995e-05,1,0.05,0.020502309
5.68e-05,7,0.05,0.020502309
5.7600000000000004e-05,2,0.05,0.020502309
5.8399999999999997e-05,5,0.05,0.020502309
5.88e-05,4,0.05,0.020502309
5.920000000000001e-05,2,0.05,0.020502309
5.96e-05,5,0.05,0.020502309
5.9999999999999995e-05,4,0.05,0.020502309
6.04e-05,5,0.05,0.020502309
6.08e-05,2,0.05,0.020502309
6.12e-05,7,0.05,0.020502309
6.159999999999999e-05,2,0.05,0.020502309
6.24e-05,7,0.05,0.020502309
6.28e-05,4,0.05,0.020502309
6.32e-05,8,0.05,0.020502309
6.36e-05,2,0.05,0.020502309
6.440000000000001e-05,4,0.05,0.020502309
6.48e-05,4,0.05,0.020502309
6.52e-05,5,0.05,0.020502309
6.56e-05,1,0.05,0.020502309
6.6e-05,7,0.05,0.020502309
6.64e-05,4,0.05,0.020502309
6.68e-05,4,0.05,0.020502309
6.720000000000001e-05,2,0.05,0.020502309
6.8e-05,2,0.05,0.020502309
6.840000000000001e-05,1,0.05,0.020502309
6.879999999999999e-05,5,0.05,0.020502309
6.92e-05,1,0.05,0.020502309
6.96e-05,8,0.05,0.020502309
7e-05,4,0.05,0.020502309
7.04e-05,4,0.05,0.020502309
7.08e-05,5,0.05,0.020502309
7.120000000000001e-05,4,0.05,0.020502309
7.159999999999999e-05,5,0.05,0.020502309
7.2e-05,4,0.05,0.020502309
7.240000000000001e-05,1,0.05,0.020502309
7.28e-05,1,0.05,0.020502309
7.32e-05,7,0.05,0.020502309
7.36e-05,2,0.05,0.020502309
7.4e-05,2,0.05,0.020502309
7.44e-05,2,0.05,0.020502309
7.48e-05,2,0.05,0.020502309
7.52e-05,5,0.05,0.020502309
7.56e-05,5,0.05,0.020502309
7.6e-05,7,0.05,0.020502309
7.64e-05,8,0.05,0.020502309
7.68e-05,1,0.05,0.020502309
7.72e-05,2,0.05,0.020502309
7.759999999999999e-05,7,0.05,0.020502309
7.840000000000001e-05,10,0.05,0.020502309
7.879999999999999e-05,8,0.05,0.020502309
7.92e-05,8,0.05,0.020502309
7.96e-05,2,0.05,0.020502309
8e-05,2,0.05,0.020502309
8.04e-05,2,0.05,0.020502309
8.120000000000001e-05,5,0.05,0.020502309
8.159999999999999e-05,4,0.05,0.020502309
8.2e-05,1,0.05,0.020502309
8.240000000000001e-05,5,0.05,0.020502309
8.28e-05,5,0.05,0.020502309
8.32e-05,1,0.05,0.020502309
8.4e-05,8,0.05,0.020502309
8.48e-05,4,0.05,0.020502309
8.52e-05,5,0.05,0.020502309
8.6e-05,7,0.05,0.020502309
8.640000000000001e-05,1,0.05,0.020502309
8.68e-05,1,0.05,0.020502309
8.72e-05,8,0.05,0.020502309
8.759999999999999e-05,5,0.05,0.020502309
8.8e-05,4,0.05,0.020502309
8.840000000000001e-05,8,0.05,0.020502309
8.88e-05,10,0.05,0.020502309
8.92e-05,7,0.05,0.020502309
8.96e-05,5,0.05,0.020502309
9e-05,5,0.05,0.020502309
9.04e-05,8,0.05,0.020502309
9.08e-05,11,0.05,0.020502309
9.120000000000001e-05,10,0.05,0.020502309
9.159999999999999e-05,11,0.05,0.020502309
9.2e-05,7,0.05,0.020502309
9.240000000000001e-05,1,0.05,0.020502309
9.279999999999999e-05,5,0.05,0.020502309
9.32e-05,1,0.05,0.020502309
9.36e-05,8,0.05,0.020502309
9.4e-05,4,0.05,0.020502309
9.44e-05,7,0.05,0.020502309
9.48e-05,8,0.05,0.020502309
9.520000000000001e-05,5,0.05,0.020502309
9.559999999999999e-05,10,0.05,0.020502309
9.6e-05,1,0.05,0.020502309
9.640000000000001e-05,4,0.05,0.020502309
9.68e-05,2,0.05,0.020502309
9.719999999999999e-05,5,0.05,0.020502309
9.76e-05,7,0.05,0.020502309
9.8e-05,2,0.05,0.020502309
9.84e-05,2,0.05,0.020502309
9.88e-05,4,0.05,0.020502309
9.92e-05,5,0.05,0.020502309
9.96e-05,5,0.05,0.020502309
0.0001,4,0.05,0.020502309
0.0001004,7,0.05,0.020502309
0.0001008,4,0.05,0.020502309
0.00010120000000000001,5,0.05,0.020502309
0.0001016,5,0.05,0.020502309
0.000102,4,0.05,0.020502309
0.0001024,14,0.05,0.020502309
0.0001028,14,0.05,0.020502309
0.0001032,2,0.05,0.020502309
0.0001036,8,0.05,0.020502309
0.00010400000000000001,2,0.05,0.020502309
0.0001044,5,0.05,0.020502309
0.0001048,7,0.05,0.020502309
0.00010520000000000001,2,0.05,0.020502309
0.0001056,2,0.05,0.020502309
0.000106,5,0.05,0.020502309
0.00010680000000000001,2,0.05,0.020502309
0.0001072,4,0.05,0.020502309
0.00010759999999999999,8,0.05,0.020502309
0.00010800000000000001,5,0.05,0.020502309
0.0001084,5,0.05,0.020502309
0.0001088,1,0.05,0.020502309
0.00010920000000000001,5,0.05,0.020502309
0.00010959999999999998,5,0.05,0.020502309
0.00011,10,0.05,0.020502309
0.00011040000000000001,8,0.05,0.020502309
0.00011079999999999998,7,0.05,0.020502309
0.0001112,10,0.05,0.020502309
0.00011159999999999999,7,0.05,0.020502309
0.00011200000000000001,11,0.05,0.020502309
0.00011240000000000001,11,0.05,0.020502309
0.00011279999999999999,10,0.05,0.020502309
0.00011320000000000001,5,0.05,0.020502309
0.0001136,11,0.05,0.020502309
0.00011399999999999999,7,0.05,0.020502309
0.00011440000000000002,10,0.05,0.020502309
0.00011479999999999999,8,0.05,0.020502309
0.00011520000000000001,7,0.05,0.020502309
0.00011559999999999999,8,0.05,0.020502309
0.00011599999999999999,10,0.05,0.020502309
0.00011640000000000001,8,0.05,0.020502309
0.00011679999999999999,5,0.05,0.020502309
0.00011719999999999999,7,0.05,0.020502309
0.0001176,10,0.05,0.020502309
0.000118,11,0.05,0.020502309
0.00011840000000000002,8,0.05,0.020502309
0.0001188,7,0.05,0.020502309
0.0001192,4,0.05,0.020502309
0.0001196,10,0.05,0.020502309
0.00011999999999999999,8,0.05,0.020502309
0.0001204,10,0.05,0.020502309
0.0001208,8,0.05,0.020502309
0.00012119999999999999,11,0.05,0.020502309
0.0001216,7,0.05,0.020502309
0.000122,14,0.05,0.020502309
0.0001224,5,0.05,0.020502309
0.00012319999999999999,13,0.05,0.020502309
0.0001236,8,0.05,0.020502309
0.000124,13,0.05,0.020502309
0.0001244,7,0.05,0.020502309
0.0001248,10,0.05,0.020502309
0.0001252,5,0.05,0.020502309
0.0001256,10,0.05,0.020502309
0.000126,7,0.05,0.020502309
0.0001264,2,0.05,0.020502309
0.0001268,5,0.05,0.020502309
0.0001272,5,0.05,0.020502309
0.0001276,10,0.05,0.020502309
0.000128,10,0.05,0.020502309
0.0001284,7,0.05,0.020502309
0.00012880000000000001,8,0.05,0.020502309
0.00012919999999999997,8,0.05,0.020502309
0.0001296,10,0.05,0.020502309
0.00013000000000000002,17,0.05,0.020502309
0.0001304,10,0.05,0.020502309
0.0001308,5,0.05,0.020502309
0.0001312,13,0.05,0.020502309
0.00013159999999999997,8,0.05,0.020502309
0.000132,8,0.05,0.020502309
0.00013240000000000002,13,0.05,0.020502309
0.0001328,13,0.05,0.020502309
0.00013319999999999999,10,0.05,0.020502309
0.0001336,10,0.05,0.020502309
0.000134,4,0.05,0.020502309
0.00013440000000000001,8,0.05,0.020502309
0.0001348,11,0.05,0.020502309
0.00013519999999999998,11,0.05,0.020502309
0.0001356,10,0.05,0.020502309
0.000136,7,0.05,0.020502309
0.0001364,11,0.05,0.020502309
0.00013680000000000002,10,0.05,0.020502309
0.0001372,14,0.05,0.020502309
0.00013759999999999998,19,0.05,0.020502309
0.000138,8,0.05,0.020502309
0.0001384,13,0.05,0.020502309
0.0001388,10,0.05,0.020502309
0.0001392,5,0.05,0.020502309
0.00013959999999999998,14,0.05,0.020502309
0.00014,11,0.05,0.020502309
0.00014040000000000002,13,0.05,0.020502309
0.0001408,11,0.05,0.020502309
0.0001412,11,0.05,0.020502309
0.0001416,14,0.05,0.020502309
0.00014199999999999998,7,0.05,0.020502309
0.00014240000000000002,10,0.05,0.020502309
0.00014280000000000003,8,0.05,0.020502309
0.00014319999999999998,14,0.05,0.020502309
0.0001436,11,0.05,0.020502309
0.000144,7,0.05,0.020502309
0.00014439999999999999,11,0.05,0.020502309
0.00014480000000000002,14,0.05,0.020502309
0.0001452,11,0.05,0.020502309
0.0001456,13,0.05,0.020502309
0.000146,11,0.05,0.020502309
0.0001464,14,0.05,0.020502309
0.00014680000000000002,13,0.05,0.020502309
0.0001472,13,0.05,0.020502309
0.0001476,14,0.05,0.020502309
0.000148,5,0.05,0.020502309
0.0001484,16,0.05,0.020502309
0.0001488,10,0.05,0.020502309
