Time,C2H6_ppm
0.204730731,0.652173913
0.258862401,1.195652174
0.31305583,1.956521739
0.392786561,2.608695652
0.452754447,3.695652174
0.521152421,4.456521739
0.580996789,5.108695652
0.655076581,5.869565217
0.71485919,6.304347826
0.774734437,7.065217391
0.848690711,7.391304348
0.919713439,7.391304348
0.985085227,7.5
1.050518775,7.826086957
1.115890563,7.934782609
