Time,CH2O
9.62E-06,0.032814588
2.01E-05,0.022936186
3.02E-05,0.016918251
3.96E-05,0.011626971
4.95E-05,0.007138518
6.05E-05,0.004401777
6.98E-05,0.003117354
7.94E-05,0.002125378
8.98E-05,0.001572902
