Time,H_mol/cm^3,Relative_Uncertainty,W
5.10309E-05,1.01887E-12,.05,1e-10
8.14433E-05,2.18354E-12,.05,1e-10
0.000119588,4.11985E-12,.05,0.17
0.000168557,6.82898E-12,.05,0.17
0.000216495,1.00758E-11,.05,0.17
0.000259794,1.28596E-11,.05,0.17
0.000300515,1.50275E-11,.05,0.17
0.000335052,1.7193E-11,.05,0.17
0.000381443,1.82101E-11,.05,0.17
