Time,H_ppm,Relative_Uncertainty,W
2.359533351725448e-13,0.6740006725206965,0.1,0.01796053020267749
2.359769305060621e-09,0.6739926128548215,0.1,0.01796053020267749
2.5955102822315102e-08,0.6739120226624925,0.1,0.01796053020267749
4.955043633956958e-08,0.6738314410913697,0.1,0.01796053020267749
9.732121645124153e-08,0.673668326112276,0.1,0.01796053020267749
1.8310141043468725e-07,0.6733755258842639,0.1,0.01796053020267749
3.342902452073776e-07,0.6728597724127028,0.1,0.01796053020267749
6.022272851496865e-07,0.6719467290961308,0.1,0.01796053020267749
1.1221448760938802e-06,0.6701785705669746,0.1,0.01796053020267749
2.0242479985749303e-06,0.6671217528463124,0.1,0.01796053020267749
2.92635112105598e-06,0.6640789659403865,0.1,0.01796053020267749
3.82845424353703e-06,0.6610501491325278,0.1,0.01796053020267749
4.73055736601808e-06,0.6580352399582826,0.1,0.01796053020267749
5.7041028891795955e-06,0.6547971057697063,0.1,0.01796053020267749
6.677648412341111e-06,0.6515750254212304,0.1,0.01796053020267749
7.651193935502628e-06,0.6483689151809052,0.1,0.01796053020267749
9.501608654067164e-06,0.6423188112533389,0.1,0.01796053020267749
1.13520233726317e-05,0.6363255727612475,0.1,0.01796053020267749
1.3202438091196236e-05,0.630388668715404,0.1,0.01796053020267749
1.5052852809760772e-05,0.6245075754971858,0.1,0.01796053020267749
1.6903267528325306e-05,0.6186817743582249,0.1,0.01796053020267749
1.984270808925728e-05,0.6095397274379564,0.1,0.01796053020267749
2.2782148650189254e-05,0.6005338706990174,0.1,0.01796053020267749
2.572158921112123e-05,0.5916621927807458,0.1,0.01796053020267749
2.8661029772053203e-05,0.5829227130773567,0.1,0.01796053020267749
3.369526077468768e-05,0.5682565371708841,0.1,0.01796053020267749
3.8729491777322154e-05,0.5539627980033459,0.1,0.01796053020267749
4.376372277995663e-05,0.540032121082974,0.1,0.01796053020267749
4.87979537825911e-05,0.5264553622217916,0.1,0.01796053020267749
5.3832184785225575e-05,0.5132236028472735,0.1,0.01796053020267749
6.169802638382007e-05,0.49321940409914666,0.1,0.01796053020267749
6.956386798241456e-05,0.47400415662988604,0.1,0.01796053020267749
7.742970958100906e-05,0.4555469748005146,0.1,0.01796053020267749
8.529555117960355e-05,0.4378181639051381,0.1,0.01796053020267749
9.316139277819804e-05,0.42078917385674075,0.1,0.01796053020267749
0.00010102723437679253,0.4044325576301151,0.1,0.01796053020267749
0.00010889307597538702,0.38872193104244246,0.1,0.01796053020267749
0.00011675891757398151,0.37363193291155317,0.1,0.01796053020267749
0.00012913855849420796,0.3510810970030897,0.1,0.01796053020267749
0.0001415181994144344,0.3299171103959525,0.1,0.01796053020267749
0.00015389784033466086,0.31005513316733324,0.1,0.01796053020267749
0.0001662774812548873,0.2914154570955341,0.1,0.01796053020267749
0.00017865712217511376,0.2739231811940881,0.1,0.01796053020267749
0.0001910367630953402,0.2575079466701211,0.1,0.01796053020267749
0.00020341640401556665,0.242103686868691,0.1,0.01796053020267749
0.0002157960449357931,0.22764836801106,0.1,0.01796053020267749
0.00022817568585601955,0.21408373486280044,0.1,0.01796053020267749
0.00024712691631557893,0.1949201676581893,0.1,0.01796053020267749
0.0002660781467751383,0.17753523828173004,0.1,0.01796053020267749
0.0002850293772346977,0.1617642692749591,0.1,0.01796053020267749
