Time,O_ppm,W
1.38E-07,0.002866516,0.057166195
1.77E-07,0.003671214,0.057166195
2.16E-07,0.004473594,0.057166195
2.55E-07,0.005273665,0.057166195
2.94E-07,0.006071433,0.057166195
3.71E-07,0.007660424,0.057166195
5.22E-07,0.010696401,0.057166195
6.14E-07,0.012544403,0.057166195
7.06E-07,0.014379839,0.057166195
7.98E-07,0.016202793,0.057166195
8.90E-07,0.018013351,0.057166195
1.09E-06,0.021961611,0.057166195
1.41E-06,0.028074193,0.057166195
1.73E-06,0.034043342,0.057166195
2.06E-06,0.039872428,0.057166195
2.38E-06,0.04556474,0.057166195
2.70E-06,0.05112349,0.057166195
3.02E-06,0.056551813,0.057166195
3.34E-06,0.061852771,0.057166195
3.66E-06,0.067029356,0.057166195
3.98E-06,0.072084487,0.057166195
4.30E-06,0.077021016,0.057166195
4.83E-06,0.084967279,0.057166195
5.37E-06,0.092606246,0.057166195
5.90E-06,0.099949808,0.057166195
6.43E-06,0.107009394,0.057166195
6.97E-06,0.113795993,0.057166195
7.50E-06,0.120320166,0.057166195
8.03E-06,0.126592066,0.057166195
8.56E-06,0.132621453,0.057166195
9.10E-06,0.138417708,0.057166195
9.63E-06,0.143989849,0.057166195
1.02E-05,0.149346547,0.057166195
1.07E-05,0.154496135,0.057166195
1.12E-05,0.159446623,0.057166195
1.18E-05,0.164205712,0.057166195
1.23E-05,0.168780806,0.057166195
1.28E-05,0.17317902,0.057166195
1.34E-05,0.177407195,0.057166195
1.39E-05,0.181471907,0.057166195
1.44E-05,0.185379478,0.057166195
1.50E-05,0.189135985,0.057166195
1.55E-05,0.19274727,0.057166195
1.60E-05,0.196218948,0.057166195
1.66E-05,0.199556417,0.057166195
1.71E-05,0.202764868,0.057166195
1.76E-05,0.20584929,0.057166195
1.82E-05,0.208814477,0.057166195
1.87E-05,0.21166504,0.057166195
1.92E-05,0.214405412,0.057166195
2.00E-05,0.218322577,0.057166195
