Time,CH2O
2.63754E-05,0.009379276
3.88755E-05,0.008503923
5.7571E-05,0.007543999
7.47078E-05,0.006668777
9.18795E-05,0.005567567
0.000113649,0.004720724
0.0001416,0.003874056
0.000177315,0.002801619
0.000214487,0.002294194
0.000254773,0.001645615
0.000327512,0.001026201
