Time,CH4_ppm
0.280671388,187.60387
0.333104618,175.9566384
0.410270114,163.5008585
0.481218925,148.529787
0.561466903,135.2413232
0.635518885,121.1098315
0.709612242,110.3228676
0.789860219,97.03440381
0.86396392,87.08357182
0.944232586,75.46737189
1.027614766,65.5268838
1.101749498,58.0844476
1.160451132,53.13316737
1.25000862,42.36344328
1.339628171,36.61051078
