Time,H_mol/cm^3
6.92048E-05,3.07946E-12
0.000116565,5.45113E-12
0.00018944,8.93917E-12
0.000262374,1.1731E-11
0.000364553,1.4804E-11
0.000470425,1.74596E-11
0.000583721,1.88626E-11
0.000711674,1.99885E-11
0.000832346,2.0696E-11
0.000964099,2.01512E-11
0.00111411,2.00259E-11
0.001256851,1.93429E-11
0.001344702,1.8794E-11
0.001513053,1.81134E-11
