Time,CH2O
4.64331E-05,0.009605831
8.51209E-05,0.00929619
0.000111509,0.008562472
0.000148713,0.007857308
0.000202957,0.006898388
0.000255655,0.005939425
0.000291326,0.005149472
0.000340876,0.004557652
0.000398155,0.003966049
0.000456966,0.003459236
0.000514214,0.003065373
0.000580722,0.002756517
0.000665808,0.002250446
0.000750868,0.001913866
0.000849829,0.001634176
