Time,O2
0.01494642,0.004893115
0.022404665,0.004870074
0.031731335,0.004890995
0.043542942,0.004889504
0.055974496,0.004865835
0.072759411,0.004863715
0.09327259,0.004839025
0.114410867,0.004858455
0.133689306,0.004944418
0.154195615,0.004831331
0.174698491,0.004674046
0.195203083,0.00453886
