Time,C2H6_ppm
0.274856966,0.518323798
0.330369569,0.722024638
0.407607855,0.827173857
0.481676202,1.032111747
0.562058657,1.07080391
0.630096387,1.075339759
0.713674553,0.980911637
0.784856451,0.91899043
0.874645637,0.791643042
0.955079635,0.763671976
1.017060976,0.601137398
1.08819133,0.605879422
1.174887892,0.478325859
1.252203495,0.483480233
1.338925829,0.322595055
