Time,CH2O
2.24147E-05,0.008617346
4.78292E-05,0.0057448
7.17012E-05,0.003426581
9.76269E-05,0.002737833
0.000121775,0.001598171
0.000149829,0.001429722
0.000171496,0.001121519
0.000198164,0.000744858
0.000224235,0.000680053
0.000248884,0.000251049
0.000272305,0.00028977
