Time,H2O
0.353333681,0.033793103
0.412199187,0.048275862
0.475612043,0.057931034
0.561605376,0.091724138
0.656724659,0.106206897
0.724669236,0.115862069
0.887733097,0.14
1.014543182,0.164137931
1.136743411,0.212413793
1.299807272,0.236551724
1.426523596,0.289655172
1.553271174,0.333103448
1.707146578,0.395862069
1.847692468,0.376551724
1.965407855,0.410344828
2.119314512,0.463448276
2.246202729,0.463448276
2.400156266,0.502068966
2.522465882,0.516551724
