Time,O_ppm,Relative_Uncertainty,W
2.3070126871416924e-14,0.7639984719108988,0.1,0.012628920507068042
2.3072433884104066e-10,0.7639975503395339,0.1,0.012628920507068042
2.537737025982733e-09,0.7639883347000388,0.1,0.012628920507068042
9.366177150000996e-09,0.7639610583262514,0.1,0.012628920507068042
2.3664967002666833e-08,0.7639039445771046,0.1,0.012628920507068042
5.0204039621273573e-08,0.7637979506544038,0.1,0.012628920507068042
9.740074299848938e-08,0.763609488880658,0.1,0.012628920507068042
1.8038853322647754e-07,0.7632782220007893,0.1,0.012628920507068042
3.2922513115983084e-07,0.7626844628937436,0.1,0.012628920507068042
6.560009708352976e-07,0.7613824645124234,0.1,0.012628920507068042
9.827768105107643e-07,0.7600826897981072,0.1,0.012628920507068042
1.309552650186231e-06,0.7587851352040654,0.1,0.012628920507068042
1.6363284898616979e-06,0.7574897970212668,0.1,0.012628920507068042
2.2578945141469922e-06,0.7550320146640069,0.1,0.012628920507068042
2.8794605384322866e-06,0.752582213000863,0.1,0.012628920507068042
3.501026562717581e-06,0.7501403663938468,0.1,0.012628920507068042
4.122592587002875e-06,0.7477064482802739,0.1,0.012628920507068042
4.74415861128817e-06,0.7452804323979321,0.1,0.012628920507068042
5.907875509825455e-06,0.7407595215215403,0.1,0.012628920507068042
7.79352652356442e-06,0.7334921633387171,0.1,0.012628920507068042
9.679177537303384e-06,0.7262961488728878,0.1,0.012628920507068042
1.1564828551042349e-05,0.7191707743588855,0.1,0.012628920507068042
1.3450479564781314e-05,0.712115345796221,0.1,0.012628920507068042
1.5336130578520277e-05,0.7051291777214844,0.1,0.012628920507068042
1.722178159225924e-05,0.6982115911082845,0.1,0.012628920507068042
1.9107432605998203e-05,0.6913619127746501,0.1,0.012628920507068042
2.211973094287434e-05,0.6805588916454017,0.1,0.012628920507068042
2.5132029279750475e-05,0.6699247856432197,0.1,0.012628920507068042
2.814432761662661e-05,0.6594569526870196,0.1,0.012628920507068042
3.115662595350275e-05,0.6491527924747864,0.1,0.012628920507068042
3.676342202791887e-05,0.6304007367828713,0.1,0.012628920507068042
4.2370218102334996e-05,0.6121907370518078,0.1,0.012628920507068042
4.797701417675112e-05,0.5945071228418548,0.1,0.012628920507068042
5.3583810251167245e-05,0.5773346763008874,0.1,0.012628920507068042
5.919060632558337e-05,0.5606586186618349,0.1,0.012628920507068042
6.47974023999995e-05,0.5444645983011025,0.1,0.012628920507068042
7.040419847441563e-05,0.5287386788719971,0.1,0.012628920507068042
7.601099454883176e-05,0.5134673272921676,0.1,0.012628920507068042
8.374934518066446e-05,0.4931125985532594,0.1,0.012628920507068042
9.148769581249717e-05,0.47356541898109294,0.1,0.012628920507068042
9.922604644432987e-05,0.4547937483662066,0.1,0.012628920507068042
0.00010696439707616257,0.43676681596667943,0.1,0.012628920507068042
0.00011470274770799528,0.419455069521354,0.1,0.012628920507068042
0.00012244109833982797,0.40283012978518973,0.1,0.012628920507068042
0.00013017944897166067,0.38686474557876754,0.1,0.012628920507068042
0.00014333498569717536,0.36116307413233006,0.1,0.012628920507068042
0.00015649052242269006,0.33717067376560866,0.1,0.012628920507068042
0.00016964605914820475,0.3147738590827662,0.1,0.012628920507068042
0.00018280159587371944,0.2938665042952198,0.1,0.012628920507068042
0.00019595713259923413,0.2743495443380094,0.1,0.012628920507068042
0.00020911266932474882,0.25613050667258525,0.1,0.012628920507068042
0.00022226820605026351,0.23912307079803993,0.1,0.012628920507068042
0.0002354237427757782,0.2232466571395012,0.1,0.012628920507068042
0.0002485792795012929,0.2084260451984004,0.1,0.012628920507068042
0.0002617348162268076,0.19459101792477174,0.1,0.012628920507068042
0.00027489035295232234,0.18167602914201392,0.1,0.012628920507068042
0.00028804588967783705,0.16961989244515666,0.1,0.012628920507068042
