Time,HCO_ppm
6.94497E-06,71.51898734
9.90512E-06,75.94936709
1.29791E-05,75.94936709
1.6167E-05,72.78481013
1.96964E-05,68.98734177
2.35674E-05,63.92405063
2.78937E-05,58.2278481
3.31309E-05,53.16455696
3.72296E-05,50.63291139
4.09867E-05,47.46835443
4.47438E-05,44.93670886
4.83871E-05,44.30379747
5.11195E-05,43.03797468
5.45351E-05,39.87341772
5.76091E-05,37.34177215
6.12524E-05,35.44303797
6.45541E-05,32.91139241
6.79696E-05,31.64556962
7.14991E-05,29.11392405
7.537E-05,27.21518987
