Time,OH_ppm
1.00713E-05,0.992206894
1.54824E-05,3.792854225
2.08927E-05,8.541777959
2.63013E-05,18.28315998
3.17075E-05,35.08704396
3.66182E-05,61.80819603
4.02974E-05,92.76414333
4.29929E-05,122.856896
4.57228E-05,155.079996
4.74697E-05,184.3563281
4.92852E-05,218.4163745
5.0819E-05,254.3899067
5.22826E-05,289.8850674
5.35493E-05,325.6481161
5.49149E-05,359.9377809
5.59366E-05,393.0219495
5.691E-05,423.1593502
5.78836E-05,452.9618908
5.8857E-05,483.4341514
5.98305E-05,513.571552
6.08033E-05,545.7181127
6.21036E-05,578.9808734
6.29939E-05,612.5561701
6.47032E-05,649.0968382
6.60596E-05,689.6122414
6.76541E-05,730.4320896
6.94991E-05,769.5947647
7.12911E-05,804.1285653
7.25714E-05,836.0417387
7.35301E-05,873.2111994
7.54374E-05,906.3623401
7.76404E-05,937.7722088
8.03367E-05,965.6325614
8.40167E-05,994.3561086
8.89276E-05,1020.427835
9.43337E-05,1037.231719
9.97424E-05,1046.729567
0.000105153,1051.47849
0.000110564,1054.887974
0.000115975,1057.201552
0.000121387,1057.932156
0.000126798,1058.419225
0.00013221,1059.393363
0.000137622,1060.611036
0.000143034,1060.854571
0.000148446,1060.854571
0.000153857,1061.219872
0.00015927,1061.098105
0.000164681,1061.219872
0.000170094,1060.854571
0.000175506,1060.732803
0.000180918,1060.732803
0.00018633,1060.732803
0.000191742,1060.489269
0.000197154,1059.880432
0.000202566,1058.906294
0.000207979,1058.540992
0.000213391,1058.419225
0.000218803,1058.419225
0.000224215,1058.297458
0.000229627,1058.053923
0.000235039,1058.053923
0.000240451,1057.810389
0.000245863,1057.566854
0.000251275,1058.053923
0.000256687,1058.419225
0.000262099,1058.175691
0.000267511,1057.810389
0.000272923,1058.053923
0.000278335,1057.688621
0.000283747,1057.445087
0.000289159,1057.932156
0.000294571,1057.079785
0.000298753,1056.714483
