Time,O2
0.018278692,0.004919753
0.026494828,0.00492396
0.034712435,0.00496401
0.047853834,0.004863212
0.064695439,0.004835993
0.084820553,0.004738771
0.104534861,0.004641338
0.128759208,0.004331161
0.150531966,0.00434231
0.173529783,0.004174874
0.19735363,0.004115388
0.219526889,0.003875845
