Time,H2
0.015310488,0.009578152
0.022773885,0.009621408
0.031477175,0.009620309
0.042665401,0.009596797
0.056960227,0.009550793
0.074363371,0.009504396
0.094258322,0.009523983
0.113529891,0.00952155
0.134049939,0.009585257
0.153311205,0.009450228
0.173800341,0.009116149
0.194301499,0.008936764
0.214160386,0.008492267
0.235889416,0.008113833
0.255756889,0.007779832
