Time,H_ppm,Relative_Uncertainty,W
3.2744659535732546e-13,0.6169999992761834,0.1,0.014509525002200234
3.274793400168612e-09,0.6169927611971535,0.1,0.014509525002200234
3.6019452935901154e-08,0.6169203860706756,0.1,0.014509525002200234
8.551849445116498e-08,0.6168109940002188,0.1,0.014509525002200234
1.694109731823473e-07,0.6166256365220376,0.1,0.014509525002200234
3.1341057277940537e-07,0.6163076036391729,0.1,0.014509525002200234
5.629227195754738e-07,0.6157569268691052,0.1,0.014509525002200234
1.003636422501324e-06,0.6147854670473989,0.1,0.014509525002200234
1.8765913000446795e-06,0.6128657445631744,0.1,0.014509525002200234
3.2070497800875007e-06,0.6099514428691989,0.1,0.014509525002200234
4.537508260130322e-06,0.607051005382672,0.1,0.014509525002200234
5.867966740173143e-06,0.6041643695856294,0.1,0.014509525002200234
7.198425220215965e-06,0.6012914713937223,0.1,0.014509525002200234
8.737403113749349e-06,0.5979853727848664,0.1,0.014509525002200234
1.0276381007282735e-05,0.5946974792442548,0.1,0.014509525002200234
1.1815358900816121e-05,0.5914276862869886,0.1,0.014509525002200234
1.4356225739060536e-05,0.5860685709981566,0.1,0.014509525002200234
1.689709257730495e-05,0.5807580735278217,0.1,0.014509525002200234
1.9437959415549367e-05,0.5754957557733554,0.1,0.014509525002200234
2.1978826253793783e-05,0.5702811852830578,0.1,0.014509525002200234
2.6013111257483007e-05,0.5620987436576785,0.1,0.014509525002200234
3.004739626117223e-05,0.5540338971265673,0.1,0.014509525002200234
3.4081681264861454e-05,0.5460849701086086,0.1,0.014509525002200234
4.220949562684465e-05,0.53041574605097,0.1,0.014509525002200234
5.0337309988827836e-05,0.5151971520939256,0.1,0.014509525002200234
5.8465124350811024e-05,0.5004163056187575,0.1,0.014509525002200234
6.659293871279421e-05,0.48606071241980825,0.1,0.014509525002200234
7.47207530747774e-05,0.4721182490731377,0.1,0.014509525002200234
8.284856743676059e-05,0.4585771308694436,0.1,0.014509525002200234
9.097638179874378e-05,0.4454258954423397,0.1,0.014509525002200234
9.910419616072696e-05,0.43265339806133607,0.1,0.014509525002200234
0.00011233201143820003,0.4126483668630314,0.1,0.014509525002200234
0.0001255598267156731,0.3935729371238773,0.1,0.014509525002200234
0.00013878764199314617,0.3753841946066734,0.1,0.014509525002200234
0.00015201545727061924,0.3580411816340318,0.1,0.014509525002200234
0.0001652432725480923,0.341504805288674,0.1,0.014509525002200234
0.00017847108782556538,0.3257377562289845,0.1,0.014509525002200234
0.00019169890310303844,0.3107044316884223,0.1,0.014509525002200234
0.0002049267183805115,0.29637085997350393,0.1,0.014509525002200234
0.00021815453365798458,0.28270462697910137,0.1,0.014509525002200234
0.00024033746925412744,0.26119994717609224,0.1,0.014509525002200234
0.0002558060350129525,0.2471905433981287,0.1,0.014509525002200234
0.0002712746007717776,0.23394146751475048,0.1,0.014509525002200234
0.0002867431665306027,0.22141159037394947,0.1,0.014509525002200234
0.00030221173228942776,0.20956199222194863,0.1,0.014509525002200234
0.00031768029804825283,0.1983558641973394,0.1,0.014509525002200234
0.0003331488638070779,0.18775838441542952,0.1,0.014509525002200234
0.000348617429565903,0.17773659762084035,0.1,0.014509525002200234
0.0003744700759716363,0.16218786383727735,0.1,0.014509525002200234
0.00040032272237736956,0.14802549931631967,0.1,0.014509525002200234
