Time,OH_ppm,Relative_Uncertainty,W
4.00E-06,0.1,0.05,1.00E-10
8.40E-06,0.3,0.05,1.00E-10
1.00E-05,0.2,0.05,1.00E-10
1.16E-05,0.7,0.05,1.00E-10
1.32E-05,0.6,0.05,1.00E-10
1.48E-05,0.6,0.05,1.00E-10
1.64E-05,0.6,0.05,1.00E-10
1.80E-05,0.4,0.05,1.00E-10
2.00E-05,0.1,0.05,1.00E-10
2.16E-05,0.2,0.05,1.00E-10
2.32E-05,0.2,0.05,1.00E-10
2.68E-05,0.2,0.05,1.00E-10
2.84E-05,0.5,0.05,1.00E-10
3.00E-05,0.5,0.05,1.00E-10
3.48E-05,0.2,0.05,1.00E-10
3.68E-05,0.5,0.05,1.00E-10
3.84E-05,0.1,0.05,1.00E-10
4.00E-05,0.7,0.05,1.00E-10
4.16E-05,0.2,0.05,1.00E-10
5.16E-05,0.2,0.05,1.00E-10
5.32E-05,0.4,0.05,1.00E-10
5.48E-05,1,0.05,1.00E-10
5.64E-05,0.4,0.05,1.00E-10
5.80E-05,0.5,0.05,1.00E-10
5.96E-05,1,0.05,1.00E-10
6.12E-05,0.7,0.05,1.00E-10
6.28E-05,0.5,0.05,1.00E-10
6.44E-05,0.6,0.05,1.00E-10
6.60E-05,0.8,0.05,1.00E-10
6.76E-05,0.9,0.05,1.00E-10
6.92E-05,0.4,0.05,1.00E-10
7.08E-05,0.3,0.05,1.00E-10
7.24E-05,0.6,0.05,1.00E-10
7.40E-05,0.7,0.05,1.00E-10
7.56E-05,0.8,0.05,1.00E-10
7.72E-05,0.8,0.05,1.00E-10
7.88E-05,1.2,0.05,1.00E-10
8.04E-05,1.3,0.05,1.00E-10
8.20E-05,0.9,0.05,1.00E-10
8.36E-05,0.7,0.05,1.00E-10
8.52E-05,0.6,0.05,1.00E-10
8.68E-05,0.9,0.05,1.00E-10
8.84E-05,0.5,0.05,1.00E-10
9.00E-05,0.5,0.05,1.00E-10
9.16E-05,0.6,0.05,1.00E-10
9.32E-05,0.3,0.05,1.00E-10
9.48E-05,0.7,0.05,1.00E-10
9.64E-05,0.6,0.05,1.00E-10
9.80E-05,0.4,0.05,1.00E-10
9.96E-05,0.5,0.05,1.00E-10
0.0001012,0.5,0.05,1.00E-10
0.0001028,0.7,0.05,1.00E-10
0.0001044,0.7,0.05,1.00E-10
0.000106,0.8,0.05,1.00E-10
0.0001076,0.4,0.05,1.00E-10
0.0001092,0.5,0.05,1.00E-10
0.0001108,0.3,0.05,1.00E-10
0.0001124,0.5,0.05,1.00E-10
0.000114,0.5,0.05,1.00E-10
0.0001156,0.9,0.05,1.00E-10
0.0001172,0.6,0.05,1.00E-10
0.0001188,0.7,0.05,1.00E-10
0.0001204,0.9,0.05,1.00E-10
0.000122,0.4,0.05,1.00E-10
0.0001236,0.8,0.05,1.00E-10
0.0001252,0.8,0.05,1.00E-10
0.0001268,0.9,0.05,1.00E-10
0.0001284,0.7,0.05,1.00E-10
0.00013,0.4,0.05,1.00E-10
0.0001316,0.6,0.05,1.00E-10
0.0001332,0.4,0.05,1.00E-10
0.0001348,0.6,0.05,1.00E-10
0.0001364,0.5,0.05,1.00E-10
0.000138,0.8,0.05,1.00E-10
0.0001396,0.9,0.05,1.00E-10
0.0001412,0.9,0.05,1.00E-10
0.0001428,1,0.05,1.00E-10
0.0001444,0.8,0.05,1.00E-10
0.000146,1,0.05,1.00E-10
0.0001476,1.1,0.05,1.00E-10
0.0001492,1.1,0.05,1.00E-10
0.0001508,0.9,0.05,1.00E-10
0.0001524,0.9,0.05,1.00E-10
0.000154,0.9,0.05,1.00E-10
0.0001556,0.8,0.05,1.00E-10
0.0001572,1,0.05,1.00E-10
0.0001588,1.1,0.05,1.00E-10
0.0001604,1.2,0.05,1.00E-10
0.000162,1.1,0.05,1.00E-10
0.0001636,1.1,0.05,1.00E-10
0.0001652,0.9,0.05,1.00E-10
0.0001668,0.8,0.05,1.00E-10
0.0001684,1,0.05,1.00E-10
0.00017,1,0.05,1.00E-10
0.0001716,1.2,0.05,1.00E-10
0.0001732,1.5,0.05,1.00E-10
0.0001748,2,0.05,1.00E-10
0.0001764,1.5,0.05,1.00E-10
0.000178,1.4,0.05,1.00E-10
0.0001796,1.2,0.05,1.00E-10
0.0001812,1,0.05,1.00E-10
0.0001828,1.1,0.05,1.00E-10
0.0001844,1.2,0.05,1.00E-10
0.000186,1.4,0.05,1.00E-10
0.0001876,1.3,0.05,1.00E-10
0.0001892,1.8,0.05,1.00E-10
0.0001908,2.5,0.05,1.00E-10
0.0001924,2,0.05,1.00E-10
0.000194,1.6,0.05,1.00E-10
0.0001956,1.6,0.05,1.00E-10
0.0001972,1.9,0.05,1.00E-10
0.0001988,1.2,0.05,1.00E-10
0.0002004,1.4,0.05,1.00E-10
0.000202,1.5,0.05,1.00E-10
0.0002036,1.8,0.05,1.00E-10
0.0002052,1.9,0.05,1.00E-10
