Time,OH_mol/cm^3
0.00008578365855831777, 1.2595395810313202e-12
0.00020504766996346782, 2.290071965511495e-12
0.000324311681368618, 3.3206043499916663e-12
0.0004641361489797737, 4.064877738782904e-12
0.0006324734919362025, 5.038158324125291e-12
0.0008006771807894504, 5.667928114640949e-12
