Time,O_ppm,Relative_Uncertainty,W
2.220446049250313e-14,0.8440025318870801,0.1,0.012012499502607452
2.220668093855238e-10,0.844001326727373,0.1,0.012012499502607452
2.442512858635837e-09,0.843989275245043,0.1,0.012012499502607452
8.127628602988709e-09,0.8439584200238337,0.1,0.012012499502607452
1.9495731276841888e-08,0.8438967244769375,0.1,0.012012499502607452
4.0245623125058284e-08,0.843784124826232,0.1,0.012012499502607452
7.692157294079545e-08,0.8435851388249564,0.1,0.012012499502607452
1.4125132287783432e-07,0.8432362299209983,0.1,0.012012499502607452
2.563574450938414e-07,0.8426122823427116,0.1,0.012012499502607452
5.046797533987047e-07,0.8412677907360532,0.1,0.012012499502607452
7.53002061703568e-07,0.8399254444114098,0.1,0.012012499502607452
1.0013243700084313e-06,0.838585240175768,0.1,0.012012499502607452
1.2496466783132946e-06,0.8372471746874801,0.1,0.012012499502607452
1.7327980827137762e-06,0.8346498658865351,0.1,0.012012499502607452
2.215949487114258e-06,0.8320606167371366,0.1,0.012012499502607452
2.6991008915147395e-06,0.8294794025628609,0.1,0.012012499502607452
3.182252295915221e-06,0.8269061977349913,0.1,0.012012499502607452
3.6654037003157027e-06,0.8243409768977906,0.1,0.012012499502607452
4.593173025878836e-06,0.8194374176926938,0.1,0.012012499502607452
6.174918209319436e-06,0.8111445616809463,0.1,0.012012499502607452
7.756663392760035e-06,0.8029356461165492,0.1,0.012012499502607452
9.338408576200634e-06,0.7948098167302748,0.1,0.012012499502607452
1.0920153759641233e-05,0.7867662317439958,0.1,0.012012499502607452
1.2501898943081832e-05,0.7788040604744798,0.1,0.012012499502607452
1.4083644126522432e-05,0.7709224803538246,0.1,0.012012499502607452
1.566538930996303e-05,0.7631206759918127,0.1,0.012012499502607452
1.724713449340363e-05,0.7553978396576958,0.1,0.012012499502607452
1.9906557073509333e-05,0.7425890601268672,0.1,0.012012499502607452
2.2565979653615037e-05,0.7299975065227866,0.1,0.012012499502607452
2.522540223372074e-05,0.7176194945717214,0.1,0.012012499502607452
2.9633257916735097e-05,0.6975641624525154,0.1,0.012012499502607452
3.4041113599749455e-05,0.6780694128849954,0.1,0.012012499502607452
3.8448969282763815e-05,0.6591195773971299,0.1,0.012012499502607452
4.285682496577817e-05,0.6406994250618465,0.1,0.012012499502607452
4.726468064879252e-05,0.6227941499562818,0.1,0.012012499502607452
5.167253633180688e-05,0.6053893597919431,0.1,0.012012499502607452
5.608039201482123e-05,0.588471064711231,0.1,0.012012499502607452
6.0488247697835585e-05,0.5720256660634476,0.1,0.012012499502607452
6.766846086408862e-05,0.5462152858426764,0.1,0.012012499502607452
7.284222834613934e-05,0.528342527400314,0.1,0.012012499502607452
7.801599582819006e-05,0.5110547192249278,0.1,0.012012499502607452
8.318976331024077e-05,0.4943327136138138,0.1,0.012012499502607452
8.836353079229149e-05,0.478157989663347,0.1,0.012012499502607452
9.35372982743422e-05,0.4625126355730639,0.1,0.012012499502607452
9.871106575639292e-05,0.4473793271083199,0.1,0.012012499502607452
0.00010388483323844364,0.4327413061858959,0.1,0.012012499502607452
0.00011516144387865641,0.40247535933649947,0.1,0.012012499502607452
0.00012267156411338708,0.38350254070506534,0.1,0.012012499502607452
0.00013018168434811777,0.3654243669090511,0.1,0.012012499502607452
0.00013769180458284846,0.3481986539131684,0.1,0.012012499502607452
0.00014520192481757915,0.3317852076858059,0.1,0.012012499502607452
0.00015271204505230983,0.3161457263050988,0.1,0.012012499502607452
0.00016022216528704052,0.3012437121037997,0.1,0.012012499502607452
0.0001677322855217712,0.2870443892992455,0.1,0.012012499502607452
0.0001752424057565019,0.27351462326381737,0.1,0.012012499502607452
0.00018275252599123259,0.26062284196115504,0.1,0.012012499502607452
0.00019026264622596327,0.24833896153597465,0.1,0.012012499502607452
0.00019777276646069396,0.23663431643242658,0.1,0.012012499502607452
0.00020528288669542465,0.2254815930036595,0.1,0.012012499502607452
0.00021279300693015534,0.21485476581458368,0.1,0.012012499502607452
0.00022030312716488602,0.20472903666641684,0.1,0.012012499502607452
0.0002278132473996167,0.19508077660209494,0.1,0.012012499502607452
0.0002353233676343474,0.18588747083427212,0.1,0.012012499502607452
