Temp,k_original,,Temp_optimized,k_optimized,,,Baldwin_and_Walker_T,Baldwin_and_Walker_k,,,Temp_Kyser,k_Kyser,,Temp_Srindharan,k_Sridharan,,Baldwin_and_Walker_T_reinturp,Baldwin_and_Walker_k_reinturp
613,4.91088E+13,,613,5.38136E+13,,,,,,,,,,,,,,
614,4.91241E+13,,614,5.38426E+13,,,,,,,,,,,,,,
615,4.91394E+13,,615,5.38716E+13,,,,,,,,,,,,,,
616,4.91547E+13,,616,5.39006E+13,,,,,,,,,,,,,,
617,4.91699E+13,,617,5.39295E+13,,,,,,,,,,,,,,
618,4.91852E+13,,618,5.39584E+13,,,,,,,,,,,,,,
619,4.92005E+13,,619,5.39872E+13,,,,,,,,,,,,,,
620,4.92157E+13,,620,5.4016E+13,,,,,,,,,,,,,,
621,4.9231E+13,,621,5.40448E+13,,,,,,,,,,,,,,
622,4.92462E+13,,622,5.40736E+13,,,,,,,,,,,,,,
623,4.92615E+13,,623,5.41023E+13,,,,,,,,,,,,,,
624,4.92767E+13,,624,5.41309E+13,,,,,,,,,,,,,,
625,4.92919E+13,,625,5.41595E+13,,,,,,,,,,,,,,
626,4.93071E+13,,626,5.41881E+13,,,,,,,,,,,,,,
627,4.93223E+13,,627,5.42167E+13,,,,,,,,,,,,,,
628,4.93375E+13,,628,5.42452E+13,,,,,,,,,,,,,,
629,4.93527E+13,,629,5.42737E+13,,,,,,,,,,,,,,
630,4.93679E+13,,630,5.43022E+13,,,,,,,,,,,,,,
631,4.93831E+13,,631,5.43306E+13,,,,,,,,,,,,,,
632,4.93983E+13,,632,5.43589E+13,,,,,,,,,,,,,,
633,4.94135E+13,,633,5.43873E+13,,,,,,,,,,,,,,
634,4.94286E+13,,634,5.44156E+13,,,,,,,,,,,,,,
635,4.94438E+13,,635,5.44439E+13,,,,,,,,,,,,,,
636,4.94589E+13,,636,5.44721E+13,,,,,,,,,,,,,,
637,4.94741E+13,,637,5.45003E+13,,,,,,,,,,,,,,
638,4.94892E+13,,638,5.45285E+13,,,,,,,,,,,,,,
639,4.95043E+13,,639,5.45566E+13,,,,,,,,,,,,,,
640,4.95194E+13,,640,5.45847E+13,,,,,,,,,,,,,,
641,4.95345E+13,,641,5.46128E+13,,,,,,,,,,,,,,
642,4.95496E+13,,642,5.46408E+13,,,,,,,,,,,,,,
643,4.95647E+13,,643,5.46688E+13,,,,,,,,,,,,,,
644,4.95798E+13,,644,5.46968E+13,,,,,,,,,,,,,,
645,4.95949E+13,,645,5.47247E+13,,,,,,,,,,,,,,
646,4.961E+13,,646,5.47526E+13,,,,,,,,,,,,,,
647,4.9625E+13,,647,5.47805E+13,,,,,,,,,,,,,,
648,4.96401E+13,,648,5.48083E+13,,,,,,,,,,,,,,
649,4.96552E+13,,649,5.48361E+13,,,,,,,,,,,,,,
650,4.96702E+13,,650,5.48639E+13,,,,,,,,,,,,,,
651,4.96852E+13,,651,5.48916E+13,,,,,,,,,,,,,,
652,4.97003E+13,,652,5.49193E+13,,,,,,,,,,,,,,
653,4.97153E+13,,653,5.4947E+13,,,,,,,,,,,,,,
654,4.97303E+13,,654,5.49746E+13,,,,,,,,,,,,,,
655,4.97453E+13,,655,5.50022E+13,,,,,,,,,,,,,,
656,4.97603E+13,,656,5.50298E+13,,,,,,,,,,,,,,
657,4.97753E+13,,657,5.50573E+13,,,,,,,,,,,,,,
658,4.97903E+13,,658,5.50848E+13,,,,,,,,,,,,,,
659,4.98053E+13,,659,5.51123E+13,,,,,,,,,,,,,,
660,4.98203E+13,,660,5.51398E+13,,,,,,,,,,,,,,
661,4.98352E+13,,661,5.51672E+13,,,,,,,,,,,,,,
662,4.98502E+13,,662,5.51945E+13,,,,,,,,,,,,,,
663,4.98652E+13,,663,5.52219E+13,,,,,,,,,,,,,,
664,4.98801E+13,,664,5.52492E+13,,,,,,,,,,,,,,
665,4.9895E+13,,665,5.52765E+13,,,,,,,,,,,,,,
666,4.991E+13,,666,5.53037E+13,,,,,,,,,,,,,,
667,4.99249E+13,,667,5.53309E+13,,,,,,,,,,,,,,
668,4.99398E+13,,668,5.53581E+13,,,,,,,,,,,,,,
669,4.99547E+13,,669,5.53853E+13,,,,,,,,,,,,,,
670,4.99696E+13,,670,5.54124E+13,,,,,,,,,,,,,,
671,4.99845E+13,,671,5.54395E+13,,,,,,,,,,,,,,
672,4.99994E+13,,672,5.54665E+13,,,,,,,,,,,,,,
673,5.00143E+13,,673,5.54935E+13,,,,,,,,,,,,,,
674,5.00291E+13,,674,5.55205E+13,,,,,,,,,,,,,,
675,5.0044E+13,,675,5.55475E+13,,,,,,,,,,,,,,
676,5.00589E+13,,676,5.55744E+13,,,,,,,,,,,,,,
677,5.00737E+13,,677,5.56013E+13,,,,,,,,,,,,,,
678,5.00886E+13,,678,5.56282E+13,,,,,,,,,,,,,,
679,5.01034E+13,,679,5.5655E+13,,,,,,,,,,,,,,
680,5.01182E+13,,680,5.56819E+13,,,,,,,,,,,,,,
681,5.0133E+13,,681,5.57086E+13,,,,,,,,,,,,,,
682,5.01478E+13,,682,5.57354E+13,,,,,,,,,,,,,,
683,5.01626E+13,,683,5.57621E+13,,,,,,,,,,,,,,
684,5.01774E+13,,684,5.57888E+13,,,,,,,,,,,,,,
685,5.01922E+13,,685,5.58154E+13,,,,,,,,,,,,,,
686,5.0207E+13,,686,5.58421E+13,,,,,,,,,,,,,,
687,5.02218E+13,,687,5.58687E+13,,,,,,,,,,,,,,
688,5.02366E+13,,688,5.58952E+13,,,,,,,,,,,,,,
689,5.02513E+13,,689,5.59218E+13,,,,,,,,,,,,,,
690,5.02661E+13,,690,5.59483E+13,,,,,,,,,,,,,,
691,5.02808E+13,,691,5.59748E+13,,,,,,,,,,,,,,
692,5.02956E+13,,692,5.60012E+13,,,,,,,,,,,,,,
693,5.03103E+13,,693,5.60276E+13,,,,,,,,,,,,,,
694,5.0325E+13,,694,5.6054E+13,,,,,,,,,,,,,,
695,5.03397E+13,,695,5.60804E+13,,,,,,,,,,,,,,
696,5.03544E+13,,696,5.61067E+13,,,,,,,,,,,,,,
697,5.03691E+13,,697,5.6133E+13,,,,,,,,,,,,,,
698,5.03838E+13,,698,5.61593E+13,,,,,,,,,,,,,,
699,5.03985E+13,,699,5.61855E+13,,,,,,,,,,,,,,
700,5.04132E+13,,700,5.62117E+13,,,,,,,,,,,,,,
701,5.04279E+13,,701,5.62379E+13,,,,,,,,,,,,,,
702,5.04425E+13,,702,5.62641E+13,,,,,,,,,,,,,,
703,5.04572E+13,,703,5.62902E+13,,,,,,,,,,,,,,
704,5.04718E+13,,704,5.63163E+13,,,,,,,,,,,,,,
705,5.04865E+13,,705,5.63424E+13,,,,,,,,,,,,,,
706,5.05011E+13,,706,5.63684E+13,,,,,,,,,,,,,,
707,5.05157E+13,,707,5.63944E+13,,,,,,,,,,,,,,
708,5.05304E+13,,708,5.64204E+13,,,,,,,,,,,,,,
709,5.0545E+13,,709,5.64464E+13,,,,,,,,,,,,,,
710,5.05596E+13,,710,5.64723E+13,,,,,,,,,,,,,,
711,5.05742E+13,,711,5.64982E+13,,,,,,,,,,,,,,
712,5.05888E+13,,712,5.65241E+13,,,,,,,,,,,,,,
713,5.06033E+13,,713,5.65499E+13,,,,,,,,,,,,,,
714,5.06179E+13,,714,5.65757E+13,,,,,,,,,,,,,,
715,5.06325E+13,,715,5.66015E+13,,,,,,,,,,,,,,
716,5.06471E+13,,716,5.66273E+13,,,,,,,,,,,,,,
717,5.06616E+13,,717,5.6653E+13,,,,,,,,,,,,,,
718,5.06761E+13,,718,5.66787E+13,,,,,,,,,,,,,,
719,5.06907E+13,,719,5.67044E+13,,,,,,,,,,,,,,
720,5.07052E+13,,720,5.673E+13,,,,,,,,,,,,,,
721,5.07197E+13,,721,5.67556E+13,,,,,,,,,,,,,,
722,5.07343E+13,,722,5.67812E+13,,,,,,,,,,,,,,
723,5.07488E+13,,723,5.68068E+13,,,,,,,,,,,,,,
724,5.07633E+13,,724,5.68323E+13,,,,,,,,,,,,,,
725,5.07778E+13,,725,5.68579E+13,,,,,,,,,,,,,,
726,5.07922E+13,,726,5.68833E+13,,,,,,,,,,,,,,
727,5.08067E+13,,727,5.69088E+13,,,,,,,,,,,,,,
728,5.08212E+13,,728,5.69342E+13,,,,,,,,,,,,,,
729,5.08356E+13,,729,5.69596E+13,,,,,,,,,,,,,,
730,5.08501E+13,,730,5.6985E+13,,,,,,,,,,,,,,
731,5.08646E+13,,731,5.70104E+13,,,,,,,,,,,,,,
732,5.0879E+13,,732,5.70357E+13,,,,,,,,,,,,,,
733,5.08934E+13,,733,5.7061E+13,,,,,,,,,,,,,,
734,5.09078E+13,,734,5.70862E+13,,,,,,,,,,,,,,
735,5.09223E+13,,735,5.71115E+13,,,,,,,,,,,,,,
736,5.09367E+13,,736,5.71367E+13,,,,,,,,,,,,,,
737,5.09511E+13,,737,5.71619E+13,,,,,,,,,,,,,,
738,5.09655E+13,,738,5.71871E+13,,,,,,,,,,,,,,
739,5.09799E+13,,739,5.72122E+13,,,,,,,,,,,,,,
740,5.09942E+13,,740,5.72373E+13,,,,,,,,,,,,,,
741,5.10086E+13,,741,5.72624E+13,,,,,,,,,,,,,,
742,5.1023E+13,,742,5.72875E+13,,,,,,,,,,,,,,
743,5.10373E+13,,743,5.73125E+13,,,,,,,,,,,,,,
744,5.10517E+13,,744,5.73375E+13,,,,,,,,,,,,,,
745,5.1066E+13,,745,5.73625E+13,,,,,,,,,,,,,,
746,5.10804E+13,,746,5.73874E+13,,,,,,,,,,,,,,
747,5.10947E+13,,747,5.74124E+13,,,,,,,,,,,,,,
748,5.1109E+13,,748,5.74373E+13,,,,,,,,,,,,,,
749,5.11233E+13,,749,5.74622E+13,,,,,,,,,,,,,,
750,5.11376E+13,,750,5.7487E+13,,,,,,,,,,,,,,
751,5.11519E+13,,751,5.75118E+13,,,,,,,,,,,,,,
752,5.11662E+13,,752,5.75366E+13,,,,,,,,,,,,,,
753,5.11805E+13,,753,5.75614E+13,,,,,,,,,,,,,,
754,5.11948E+13,,754,5.75862E+13,,,,,,,,,,,,,,
755,5.12091E+13,,755,5.76109E+13,,,,,,,,,,,,,,
756,5.12233E+13,,756,5.76356E+13,,,,,,,,,,,,,,
757,5.12376E+13,,757,5.76603E+13,,,,,,,,,,,,,,
758,5.12518E+13,,758,5.76849E+13,,,,,,,,,,,,,,
759,5.12661E+13,,759,5.77096E+13,,,,,,,,,,,,,,
760,5.12803E+13,,760,5.77342E+13,,,,,,,,,,,,,,
761,5.12945E+13,,761,5.77587E+13,,,,,,,,,,,,,,
762,5.13087E+13,,762,5.77833E+13,,,,,,,,,,,,,,
763,5.13229E+13,,763,5.78078E+13,,,,,,,,,,,,,,
764,5.13371E+13,,764,5.78323E+13,,,,,,,,,,,,,,
765,5.13513E+13,,765,5.78568E+13,,,,,,,,,,,,,,
766,5.13655E+13,,766,5.78812E+13,,,,,,,,,,,,,,
767,5.13797E+13,,767,5.79057E+13,,,,,,,,,,,,,,
768,5.13939E+13,,768,5.79301E+13,,,,,,,,,,,,,,
769,5.1408E+13,,769,5.79545E+13,,,,,,,,,,,,,,
770,5.14222E+13,,770,5.79788E+13,,,,,,,,,,,,,,
771,5.14364E+13,,771,5.80031E+13,,,,,,,,,,,,,,
772,5.14505E+13,,772,5.80274E+13,,,,,,,,,,,,,,
773,5.14646E+13,,773,5.80517E+13,,,,,,,,,,,,,,
774,5.14788E+13,,774,5.8076E+13,,,,,,,,,,,,,,
775,5.14929E+13,,775,5.81002E+13,,,,,,,,,,,,,,
776,5.1507E+13,,776,5.81244E+13,,,,,,,,,,,,,,
777,5.15211E+13,,777,5.81486E+13,,,,,,,,,,,,,,
778,5.15352E+13,,778,5.81728E+13,,,,,,,,,,,,,,
779,5.15493E+13,,779,5.81969E+13,,,,,,,,,,,,,,
780,5.15634E+13,,780,5.8221E+13,,,,,,,,,,,,,,
781,5.15775E+13,,781,5.82451E+13,,,,,,,,,,,,,,
782,5.15915E+13,,782,5.82692E+13,,,,,,,,,,,,,,
783,5.16056E+13,,783,5.82932E+13,,,,,,,,,,,,,,
784,5.16196E+13,,784,5.83173E+13,,,,,,,,,,,,,,
785,5.16337E+13,,785,5.83413E+13,,,,,,,,,,,,,,
786,5.16477E+13,,786,5.83652E+13,,,,,,,,,,,,,,
787,5.16618E+13,,787,5.83892E+13,,,,,,,,,,,,,,
788,5.16758E+13,,788,5.84131E+13,,,,,,,,,,,,,,
789,5.16898E+13,,789,5.8437E+13,,,,,,,,,,,,,,
790,5.17038E+13,,790,5.84609E+13,,,,,,,,,,,,,,
791,5.17178E+13,,791,5.84847E+13,,,,,,,,,,,,,,
792,5.17318E+13,,792,5.85086E+13,,,,,,,,,,,,,,
793,5.17458E+13,,793,5.85324E+13,,,,,,,,,,,,,,
794,5.17598E+13,,794,5.85562E+13,,,,,,,,,,,,,,
795,5.17738E+13,,795,5.85799E+13,,,,,,,,,,,,,,
796,5.17877E+13,,796,5.86037E+13,,,,,,,,,,,,,,
797,5.18017E+13,,797,5.86274E+13,,,,,,,,,,,,,,
798,5.18156E+13,,798,5.86511E+13,,,,,,,,,,,,,,
799,5.18296E+13,,799,5.86748E+13,,,,,,,,,,,,,,
800,5.18435E+13,,800,5.86984E+13,,,,,,,,,,,,,,
801,5.18574E+13,,801,5.87221E+13,,,,,,,,,,,,,,
802,5.18714E+13,,802,5.87457E+13,,,,,,,,,,,,,,
803,5.18853E+13,,803,5.87692E+13,,,,,,,,,,,,,,
804,5.18992E+13,,804,5.87928E+13,,,,,,,,,,,,,,
805,5.19131E+13,,805,5.88163E+13,,,,,,,,,,,,,,
806,5.1927E+13,,806,5.88399E+13,,,,,,,,,,,,,,
807,5.19409E+13,,807,5.88634E+13,,,,,,,,,,,,,,
808,5.19547E+13,,808,5.88868E+13,,,,,,,,,,,,,,
809,5.19686E+13,,809,5.89103E+13,,,,,,,,,,,,,,
810,5.19825E+13,,810,5.89337E+13,,,,,,,,,,,,,,
811,5.19963E+13,,811,5.89571E+13,,,,,,,,,,,,,,
812,5.20102E+13,,812,5.89805E+13,,,,,,,,,,,,,,
813,5.2024E+13,,813,5.90038E+13,,,,,,,,,,,,,,
814,5.20379E+13,,814,5.90272E+13,,,,,,,,,,,,,,
815,5.20517E+13,,815,5.90505E+13,,,,,,,,,,,,,,
816,5.20655E+13,,816,5.90738E+13,,,,,,,,,,,,,,
817,5.20793E+13,,817,5.90971E+13,,,,,,,,,,,,,,
818,5.20931E+13,,818,5.91203E+13,,,,,,,,,,,,,,
819,5.21069E+13,,819,5.91436E+13,,,,,,,,,,,,,,
820,5.21207E+13,,820,5.91668E+13,,,,,,,,,,,,,,
821,5.21345E+13,,821,5.91899E+13,,,,,,,,,,,,,,
822,5.21483E+13,,822,5.92131E+13,,,,,,,,,,,,,,
823,5.21621E+13,,823,5.92363E+13,,,,,,,,,,,,,,
824,5.21758E+13,,824,5.92594E+13,,,,,,,,,,,,,,
825,5.21896E+13,,825,5.92825E+13,,,,,,,,,,,,,,
826,5.22033E+13,,826,5.93056E+13,,,,,,,,,,,,,,
827,5.22171E+13,,827,5.93286E+13,,,,,,,,,,,,,,
828,5.22308E+13,,828,5.93516E+13,,,,,,,,,,,,,,
829,5.22445E+13,,829,5.93747E+13,,,,,,,,,,,,,,
830,5.22583E+13,,830,5.93977E+13,,,,,,,,,,,,,,
831,5.2272E+13,,831,5.94206E+13,,,,,,,,,,,,,,
832,5.22857E+13,,832,5.94436E+13,,,,,,,,,,,,,,
833,5.22994E+13,,833,5.94665E+13,,,,,,,,,,,,,,
834,5.23131E+13,,834,5.94894E+13,,,,,,,,,,,,,,
835,5.23267E+13,,835,5.95123E+13,,,,,,,,,,,,,,
836,5.23404E+13,,836,5.95352E+13,,,,,,,,,,,,,,
837,5.23541E+13,,837,5.9558E+13,,,,,,,,,,,,,,
838,5.23678E+13,,838,5.95808E+13,,,,,,,,,,,,,,
839,5.23814E+13,,839,5.96037E+13,,,,,,,,,,,,,,
840,5.23951E+13,,840,5.96264E+13,,,,,,,,,,,,,,
841,5.24087E+13,,841,5.96492E+13,,,,,,,,,,,,,,
842,5.24223E+13,,842,5.96719E+13,,,,,,,,,,,,,,
843,5.2436E+13,,843,5.96947E+13,,,,,,,,,,,,,,
844,5.24496E+13,,844,5.97174E+13,,,,,,,,,,,,,,
845,5.24632E+13,,845,5.974E+13,,,,,,,,,,,,,,
846,5.24768E+13,,846,5.97627E+13,,,,,,,,,,,,,,
847,5.24904E+13,,847,5.97853E+13,,,,,,,,,,,,,,
848,5.2504E+13,,848,5.9808E+13,,,,,,,,,,,,,,
849,5.25176E+13,,849,5.98306E+13,,,,,,,,,,,,,,
850,5.25312E+13,,850,5.98531E+13,,,,,,,,,,,,,,
851,5.25447E+13,,851,5.98757E+13,,,,,,,,,,,,,,
852,5.25583E+13,,852,5.98982E+13,,,,,,,,,,,,,,
853,5.25718E+13,,853,5.99208E+13,,,,,,,,,,,,,,
854,5.25854E+13,,854,5.99433E+13,,,,,,,,,,,,,,
855,5.25989E+13,,855,5.99657E+13,,,,,,,,,,,,,,
856,5.26125E+13,,856,5.99882E+13,,,,,,,,,,,,,,
857,5.2626E+13,,857,6.00106E+13,,,,,,,,,,,,,,
858,5.26395E+13,,858,6.0033E+13,,,,,,,,,,,,,,
859,5.2653E+13,,859,6.00554E+13,,,,,,,,,,,,,,
860,5.26665E+13,,860,6.00778E+13,,,,,,,,,,,,,,
861,5.268E+13,,861,6.01002E+13,,,,,,,,,,,,,,
862,5.26935E+13,,862,6.01225E+13,,,,,,,,,,,,,,
863,5.2707E+13,,863,6.01448E+13,,,,,,,,,,,,,,
864,5.27205E+13,,864,6.01671E+13,,,,,,,,,,,,,,
865,5.2734E+13,,865,6.01894E+13,,,,,,,,,,,,,,
866,5.27474E+13,,866,6.02117E+13,,,,,,,,,,,,,,
867,5.27609E+13,,867,6.02339E+13,,,,,,,,,,,,,,
868,5.27743E+13,,868,6.02561E+13,,,,,,,,,,,,,,
869,5.27878E+13,,869,6.02783E+13,,,,,,,,,,,,,,
870,5.28012E+13,,870,6.03005E+13,,,,,,,,,,,,,,
871,5.28146E+13,,871,6.03227E+13,,,,,,,,,,,,,,
872,5.28281E+13,,872,6.03448E+13,,,,,,,,,,,,,,
873,5.28415E+13,,873,6.0367E+13,,,,,,,,,,,,,,
874,5.28549E+13,,874,6.03891E+13,,,,,,,,,,,,,,
875,5.28683E+13,,875,6.04111E+13,,,,,,,,,,,,,,
876,5.28817E+13,,876,6.04332E+13,,,,,,,,,,,,,,
877,5.28951E+13,,877,6.04553E+13,,,,,,,,,,,,,,
878,5.29085E+13,,878,6.04773E+13,,,,,,,,,,,,,,
879,5.29218E+13,,879,6.04993E+13,,,,,,,,,,,,,,
880,5.29352E+13,,880,6.05213E+13,,,,,,,,,,,,,,
881,5.29486E+13,,881,6.05433E+13,,,,,,,,,,,,,,
882,5.29619E+13,,882,6.05652E+13,,,,,,,,,,,,,,
883,5.29753E+13,,883,6.05871E+13,,,,,,,,,,,,,,
884,5.29886E+13,,884,6.0609E+13,,,,,,,,,,,,,,
885,5.30019E+13,,885,6.06309E+13,,,,,,,,,,,,,,
886,5.30153E+13,,886,6.06528E+13,,,,,,,,,,,,,,
887,5.30286E+13,,887,6.06747E+13,,,,,,,,,,,,,,
888,5.30419E+13,,888,6.06965E+13,,,,,,,,,,,,,,
889,5.30552E+13,,889,6.07183E+13,,,,,,,,,,,,,,
890,5.30685E+13,,890,6.07401E+13,,,,,,,,,,,,,,
891,5.30818E+13,,891,6.07619E+13,,,,,,,,,,,,,,
892,5.30951E+13,,892,6.07837E+13,,,,,,,,,,,,,,
893,5.31084E+13,,893,6.08054E+13,,,,,,,,,,,,,,
894,5.31216E+13,,894,6.08272E+13,,,,,,,,,,,,,,
895,5.31349E+13,,895,6.08489E+13,,,,,,,,,,,,,,
896,5.31481E+13,,896,6.08706E+13,,,,,,,,,,,,,,
897,5.31614E+13,,897,6.08922E+13,,,,,,,,,,,,,,
898,5.31746E+13,,898,6.09139E+13,,,,,,,,,,,,,,
899,5.31879E+13,,899,6.09355E+13,,,,,,,,,,,,,,
900,5.32011E+13,,900,6.09571E+13,,,,,,,,,,,,,,
901,5.32143E+13,,901,6.09787E+13,,,,,,,,,,,,,,
902,5.32275E+13,,902,6.10003E+13,,,,,,,,,,,,,,
903,5.32408E+13,,903,6.10219E+13,,,,,,,,,,,,,,
904,5.3254E+13,,904,6.10434E+13,,,,,,,,,,,,,,
905,5.32672E+13,,905,6.10649E+13,,,,,,,,,,,,,,
906,5.32803E+13,,906,6.10864E+13,,,,,,,,,,,,,,
907,5.32935E+13,,907,6.11079E+13,,,,,,,,,,,,,,
908,5.33067E+13,,908,6.11294E+13,,,,,,,,,,,,,,
909,5.33199E+13,,909,6.11509E+13,,,,,,,,,,,,,,
910,5.3333E+13,,910,6.11723E+13,,,,,,,,,,,,,,
911,5.33462E+13,,911,6.11937E+13,,,,,,,,,,,,,,
912,5.33593E+13,,912,6.12151E+13,,,,,,,,,,,,,,
913,5.33725E+13,,913,6.12365E+13,,,,,,,,,,,,,,
914,5.33856E+13,,914,6.12579E+13,,,,,,,,,,,,,,
915,5.33987E+13,,915,6.12792E+13,,,,,,,,,,,,,,
916,5.34119E+13,,916,6.13005E+13,,,,,,,,,,,,,,
917,5.3425E+13,,917,6.13218E+13,,,,,,,,,,,,,,
918,5.34381E+13,,918,6.13431E+13,,,,,,,,,,,,,,
919,5.34512E+13,,919,6.13644E+13,,,,,,,,,,,,,,
920,5.34643E+13,,920,6.13857E+13,,,,,,,,,,,,,,
921,5.34774E+13,,921,6.14069E+13,,,,,,,,,,,,,,
922,5.34904E+13,,922,6.14281E+13,,,,,,,,,,,,,,
923,5.35035E+13,,923,6.14493E+13,,,,,,,,,,,,,,
924,5.35166E+13,,924,6.14705E+13,,,,,,,,,,,,,,
925,5.35297E+13,,925,6.14917E+13,,,,,,,,,,,,,,
926,5.35427E+13,,926,6.15128E+13,,,,,,,,,,,,,,
927,5.35558E+13,,927,6.1534E+13,,,,,,,,,,,,,,
928,5.35688E+13,,928,6.15551E+13,,,,,,,,,,,,,,
929,5.35818E+13,,929,6.15762E+13,,,,,,,,,,,,,,
930,5.35949E+13,,930,6.15973E+13,,,,,,,,,,,,,,
931,5.36079E+13,,931,6.16184E+13,,,,,,,,,,,,,,
932,5.36209E+13,,932,6.16394E+13,,,,,,,,,,,,,,
933,5.36339E+13,,933,6.16604E+13,,,,,,,,,,,,,,
934,5.36469E+13,,934,6.16815E+13,,,,,,,,,,,,,,
935,5.36599E+13,,935,6.17025E+13,,,,,,,,,,,,,,
936,5.36729E+13,,936,6.17234E+13,,,,,,,,,,,,,,
937,5.36859E+13,,937,6.17444E+13,,,,,,,,,,,,,,
938,5.36988E+13,,938,6.17653E+13,,,,,,,,,,,,,,
939,5.37118E+13,,939,6.17863E+13,,,,,,,,,,,,,,
940,5.37248E+13,,940,6.18072E+13,,,,,,,,,,,,,,
941,5.37377E+13,,941,6.18281E+13,,,,,,,,,,,,,,
942,5.37507E+13,,942,6.1849E+13,,,,,,,,,,,,,,
943,5.37636E+13,,943,6.18698E+13,,,,,,,,,,,,,,
944,5.37766E+13,,944,6.18907E+13,,,,,,,,,,,,,,
945,5.37895E+13,,945,6.19115E+13,,,,,,,,,,,,,,
946,5.38024E+13,,946,6.19323E+13,,,,,,,,,,,,,,
947,5.38153E+13,,947,6.19531E+13,,,,,,,,,,,,,,
948,5.38282E+13,,948,6.19739E+13,,,,,,,,,,,,,,
949,5.38411E+13,,949,6.19947E+13,,,,,,,,,,,,,,
950,5.3854E+13,,950,6.20154E+13,,,,,,,,,,,,,,
951,5.38669E+13,,951,6.20361E+13,,,,,,,,,,,,,,
952,5.38798E+13,,952,6.20569E+13,,,,,,,,,,,,,,
953,5.38927E+13,,953,6.20775E+13,,,,,,,,,,,,,,
954,5.39055E+13,,954,6.20982E+13,,,,,,,,,,,,,,
955,5.39184E+13,,955,6.21189E+13,,,,,,,,,,,,,,
956,5.39313E+13,,956,6.21395E+13,,,,,,,,,,,,,,
957,5.39441E+13,,957,6.21602E+13,,,,,,,,,,,,,,
958,5.3957E+13,,958,6.21808E+13,,,,,,,,,,,,,,
959,5.39698E+13,,959,6.22014E+13,,,,,,,,,,,,,,
960,5.39826E+13,,960,6.2222E+13,,,,,,,,,,,,,,
961,5.39955E+13,,961,6.22425E+13,,,,,,,,,,,,,,
962,5.40083E+13,,962,6.22631E+13,,,,,,,,,,,,,,
963,5.40211E+13,,963,6.22836E+13,,,,,,,,,,,,,,
964,5.40339E+13,,964,6.23041E+13,,,,,,,,,,,,,,
965,5.40467E+13,,965,6.23246E+13,,,,,,,,,,,,,,
966,5.40595E+13,,966,6.23451E+13,,,,,,,,,,,,,,
967,5.40723E+13,,967,6.23656E+13,,,,,,,,,,,,,,
968,5.4085E+13,,968,6.2386E+13,,,,,,,,,,,,,,
969,5.40978E+13,,969,6.24065E+13,,,,,,,,,,,,,,
970,5.41106E+13,,970,6.24269E+13,,,,,,,,,,,,,,
971,5.41233E+13,,971,6.24473E+13,,,,,,,,,,,,,,
972,5.41361E+13,,972,6.24677E+13,,,,,,,,,,,,,,
973,5.41488E+13,,973,6.24881E+13,,,,,,,,,,,,,,
974,5.41616E+13,,974,6.25084E+13,,,,,,,,,,,,,,
975,5.41743E+13,,975,6.25288E+13,,,,,,,,,,,,,,
976,5.41871E+13,,976,6.25491E+13,,,,,,,,,,,,,,
977,5.41998E+13,,977,6.25694E+13,,,,,,,,,,,,,,
978,5.42125E+13,,978,6.25897E+13,,,,,,,,,,,,,,
979,5.42252E+13,,979,6.261E+13,,,,,,,,,,,,,,
980,5.42379E+13,,980,6.26303E+13,,,,,,,,,,,,,,
981,5.42506E+13,,981,6.26505E+13,,,,,,,,,,,,,,
982,5.42633E+13,,982,6.26707E+13,,,,,,,,,,,,,,
983,5.4276E+13,,983,6.2691E+13,,,,,,,,,,,,,,
984,5.42886E+13,,984,6.27112E+13,,,,,,,,,,,,,,
985,5.43013E+13,,985,6.27313E+13,,,,,,,,,,,,,,
986,5.4314E+13,,986,6.27515E+13,,,,,,,,,,,,,,
987,5.43266E+13,,987,6.27717E+13,,,,,,,,,,,,,,
988,5.43393E+13,,988,6.27918E+13,,,,,,,,,,,,,,
989,5.43519E+13,,989,6.28119E+13,,,,,,,,,,,,,,
990,5.43646E+13,,990,6.2832E+13,,,,,,,,,,,,,,
991,5.43772E+13,,991,6.28521E+13,,,,,,,,,,,,,,
992,5.43898E+13,,992,6.28722E+13,,,,,,,,,,,,,,
993,5.44025E+13,,993,6.28923E+13,,,,,,,,,,,,,,
994,5.44151E+13,,994,6.29123E+13,,,,,,,,,,,,,,
995,5.44277E+13,,995,6.29323E+13,,,,,,,,,,,,,,
996,5.44403E+13,,996,6.29524E+13,,,,,,,,,,,,,,
997,5.44529E+13,,997,6.29724E+13,,,,,,,,,,,,,,
998,5.44655E+13,,998,6.29924E+13,,,,,,,,,,,,,,
999,5.44781E+13,,999,6.30123E+13,,,,,,,,,,,,,,
1000,5.44906E+13,,1000,6.30323E+13,,,,,,,,,,,,,,
1001,5.45032E+13,,1001,6.30522E+13,,,,,,,,,,,,,,
1002,5.45158E+13,,1002,6.30722E+13,,,,,,,,,,,,,,
1003,5.45283E+13,,1003,6.30921E+13,,,,,,,,,,,,,,
1004,5.45409E+13,,1004,6.3112E+13,,,,,,,,,,,,,,
1005,5.45534E+13,,1005,6.31318E+13,,,,,,,,,,,,,,
1006,5.4566E+13,,1006,6.31517E+13,,,,,,,,,,,,,,
1007,5.45785E+13,,1007,6.31716E+13,,,,,,,,,,,,,,
