Time,CO_ppm,Relative_Uncertainty,W
0.0000892,6,0.05,1.00E-10
0.0000896,10,0.05,1.00E-10
0.00009,14,0.05,1.00E-10
0.0000904,13,0.05,1.00E-10
0.0000908,17,0.05,1.00E-10
0.0000912,19,0.05,1.00E-10
0.0000916,12,0.05,1.00E-10
0.000092,16,0.05,1.00E-10
0.0000924,19,0.05,1.00E-10
0.0000928,14,0.05,1.00E-10
0.0000932,16,0.05,1.00E-10
0.0000936,19,0.05,1.00E-10
0.000094,17,0.05,1.00E-10
0.0000944,20,0.05,1.00E-10
0.0000948,21,0.05,1.00E-10
0.0000952,20,0.05,1.00E-10
0.0000956,20,0.05,1.00E-10
0.000096,21,0.05,1.00E-10
0.0000964,14,0.05,1.00E-10
0.0000968,20,0.05,1.00E-10
0.0000972,23,0.05,1.00E-10
0.0000976,23,0.05,1.00E-10
0.000098,17,0.05,1.00E-10
0.0000984,24,0.05,1.00E-10
0.0000988,21,0.05,1.00E-10
0.0000992,25,0.05,1.00E-10
0.0000996,23,0.05,1.00E-10
0.0001,23,0.05,1.00E-10
0.0001004,21,0.05,1.00E-10
0.0001008,28,0.05,1.00E-10
0.0001012,25,0.05,1.00E-10
0.0001016,20,0.05,1.00E-10
0.000102,24,0.05,1.00E-10
0.0001024,27,0.05,1.00E-10
0.0001028,23,0.05,1.00E-10
0.0001032,32,0.05,1.00E-10
0.0001036,27,0.05,1.00E-10
0.000104,34,0.05,1.00E-10
0.0001044,28,0.05,1.00E-10
0.0001048,37,0.05,1.00E-10
0.0001052,27,0.05,1.00E-10
0.0001056,27,0.05,1.00E-10
0.000106,31,0.05,1.00E-10
0.0001064,25,0.05,1.00E-10
0.0001068,34,0.05,1.00E-10
0.0001072,30,0.05,1.00E-10
0.0001076,28,0.05,1.00E-10
0.000108,28,0.05,1.00E-10
0.0001084,34,0.05,1.00E-10
0.0001088,30,0.05,1.00E-10
0.0001092,38,0.05,1.00E-10
0.0001096,34,0.05,1.00E-10
0.00011,37,0.05,1.00E-10
0.0001104,32,0.05,1.00E-10
0.0001108,37,0.05,1.00E-10
0.0001112,41,0.05,1.00E-10
0.0001116,35,0.05,1.00E-10
0.000112,38,0.05,1.00E-10
0.0001124,38,0.05,1.00E-10
0.0001128,37,0.05,1.00E-10
0.0001132,38,0.05,1.00E-10
0.0001136,39,0.05,1.00E-10
0.000114,32,0.05,1.00E-10
0.0001144,45,0.05,1.00E-10
0.0001148,43,0.05,1.00E-10
0.0001152,46,0.05,1.00E-10
0.0001156,41,0.05,1.00E-10
0.000116,41,0.05,1.00E-10
0.0001164,39,0.05,1.00E-10
0.0001168,38,0.05,1.00E-10
0.0001172,41,0.05,1.00E-10
0.0001176,43,0.05,1.00E-10
0.000118,43,0.05,1.00E-10
0.0001184,41,0.05,1.00E-10
0.0001188,39,0.05,1.00E-10
0.0001192,45,0.05,1.00E-10
0.0001196,39,0.05,1.00E-10
0.00012,43,0.05,1.00E-10
0.0001204,35,0.05,1.00E-10
0.0001208,48,0.05,1.00E-10
0.0001212,43,0.05,1.00E-10
0.0001216,38,0.05,1.00E-10
0.000122,38,0.05,1.00E-10
0.0001224,42,0.05,1.00E-10
0.0001228,42,0.05,1.00E-10
0.0001232,42,0.05,1.00E-10
0.0001236,48,0.05,1.00E-10
0.000124,39,0.05,1.00E-10
0.0001244,42,0.05,1.00E-10
0.0001248,48,0.05,1.00E-10
0.0001252,42,0.05,1.00E-10
0.0001256,48,0.05,1.00E-10
0.000126,43,0.05,1.00E-10
0.0001264,43,0.05,1.00E-10
0.0001268,46,0.05,1.00E-10
0.0001272,43,0.05,1.00E-10
0.0001276,43,0.05,1.00E-10
0.000128,45,0.05,1.00E-10
0.0001284,49,0.05,1.00E-10
0.0001288,42,0.05,1.00E-10
0.0001292,41,0.05,1.00E-10
0.0001296,45,0.05,1.00E-10
0.00013,45,0.05,1.00E-10
0.0001304,38,0.05,1.00E-10
0.0001308,46,0.05,1.00E-10
0.0001312,46,0.05,1.00E-10
0.0001316,42,0.05,1.00E-10
0.000132,45,0.05,1.00E-10
0.0001324,45,0.05,1.00E-10
0.0001328,43,0.05,1.00E-10
0.0001332,48,0.05,1.00E-10
0.0001336,45,0.05,1.00E-10
0.000134,45,0.05,1.00E-10
0.0001344,48,0.05,1.00E-10
0.0001348,45,0.05,1.00E-10
0.0001352,45,0.05,1.00E-10
0.0001356,43,0.05,1.00E-10
0.000136,45,0.05,1.00E-10
0.0001364,43,0.05,1.00E-10
0.0001368,41,0.05,1.00E-10
0.0001372,46,0.05,1.00E-10
0.0001376,45,0.05,1.00E-10
0.000138,48,0.05,1.00E-10
0.0001384,41,0.05,1.00E-10
0.0001388,48,0.05,1.00E-10
0.0001392,48,0.05,1.00E-10
0.0001396,45,0.05,1.00E-10
0.00014,46,0.05,1.00E-10
0.0001404,49,0.05,1.00E-10
0.0001408,49,0.05,1.00E-10
0.0001412,48,0.05,1.00E-10
0.0001416,45,0.05,1.00E-10
0.000142,50,0.05,1.00E-10
0.0001424,49,0.05,1.00E-10
0.0001428,45,0.05,1.00E-10
0.0001432,48,0.05,1.00E-10
0.0001436,45,0.05,1.00E-10
0.000144,49,0.05,1.00E-10
0.0001444,52,0.05,1.00E-10
0.0001448,45,0.05,1.00E-10
0.0001452,52,0.05,1.00E-10
0.0001456,52,0.05,1.00E-10
0.000146,52,0.05,1.00E-10
0.0001464,46,0.05,1.00E-10
0.0001468,46,0.05,1.00E-10
0.0001472,50,0.05,1.00E-10
0.0001476,52,0.05,1.00E-10
0.000148,55,0.05,1.00E-10
0.0001484,49,0.05,1.00E-10
0.0001488,49,0.05,1.00E-10
0.0001492,52,0.05,1.00E-10
0.0001496,48,0.05,1.00E-10
0.00015,50,0.05,1.00E-10
0.0001504,48,0.05,1.00E-10
0.0001508,49,0.05,1.00E-10
0.0001512,49,0.05,1.00E-10
0.0001516,49,0.05,1.00E-10
0.000152,50,0.05,1.00E-10
0.0001524,48,0.05,1.00E-10
0.0001528,45,0.05,1.00E-10
0.0001532,45,0.05,1.00E-10
0.0001536,48,0.05,1.00E-10
0.000154,48,0.05,1.00E-10
0.0001544,49,0.05,1.00E-10
0.0001548,50,0.05,1.00E-10
0.0001552,49,0.05,1.00E-10
0.0001556,55,0.05,1.00E-10
0.000156,55,0.05,1.00E-10
0.0001564,43,0.05,1.00E-10
0.0001568,55,0.05,1.00E-10
0.0001572,56,0.05,1.00E-10
0.0001576,50,0.05,1.00E-10
0.000158,56,0.05,1.00E-10
0.0001584,57,0.05,1.00E-10
0.0001588,53,0.05,1.00E-10
0.0001592,53,0.05,1.00E-10
0.0001596,49,0.05,1.00E-10
0.00016,50,0.05,1.00E-10
0.0001604,53,0.05,1.00E-10
0.0001608,50,0.05,1.00E-10
0.0001612,53,0.05,1.00E-10
0.0001616,46,0.05,1.00E-10
0.000162,52,0.05,1.00E-10
0.0001624,49,0.05,1.00E-10
0.0001628,55,0.05,1.00E-10
0.0001632,48,0.05,1.00E-10
0.0001636,52,0.05,1.00E-10
0.000164,50,0.05,1.00E-10
0.0001644,50,0.05,1.00E-10
0.0001648,52,0.05,1.00E-10
0.0001652,53,0.05,1.00E-10
0.0001656,53,0.05,1.00E-10
0.000166,50,0.05,1.00E-10
0.0001664,53,0.05,1.00E-10
0.0001668,57,0.05,1.00E-10
0.0001672,55,0.05,1.00E-10
0.0001676,56,0.05,1.00E-10
0.000168,53,0.05,1.00E-10
0.0001684,53,0.05,1.00E-10
0.0001688,53,0.05,1.00E-10
0.0001692,55,0.05,1.00E-10
0.0001696,55,0.05,1.00E-10
0.00017,60,0.05,1.00E-10
0.0001704,59,0.05,1.00E-10
0.0001708,60,0.05,1.00E-10
0.0001712,63,0.05,1.00E-10
0.0001716,55,0.05,1.00E-10
0.000172,60,0.05,1.00E-10
0.0001724,59,0.05,1.00E-10
0.0001728,62,0.05,1.00E-10
0.0001732,59,0.05,1.00E-10
0.0001736,59,0.05,1.00E-10
0.000174,66,0.05,1.00E-10
0.0001744,60,0.05,1.00E-10
0.0001748,60,0.05,1.00E-10
0.0001752,64,0.05,1.00E-10
0.0001756,59,0.05,1.00E-10
0.000176,62,0.05,1.00E-10
0.0001764,67,0.05,1.00E-10
0.0001768,67,0.05,1.00E-10
0.0001772,63,0.05,1.00E-10
0.0001776,63,0.05,1.00E-10
0.000178,68,0.05,1.00E-10
0.0001784,68,0.05,1.00E-10
0.0001788,74,0.05,1.00E-10
0.0001792,71,0.05,1.00E-10
0.0001796,67,0.05,1.00E-10
0.00018,66,0.05,1.00E-10
0.0001804,68,0.05,1.00E-10
0.0001808,64,0.05,1.00E-10
0.0001812,71,0.05,1.00E-10
0.0001816,67,0.05,1.00E-10
0.000182,73,0.05,1.00E-10
0.0001824,71,0.05,1.00E-10
0.0001828,71,0.05,1.00E-10
0.0001832,73,0.05,1.00E-10
0.0001836,73,0.05,1.00E-10
0.000184,75,0.05,1.00E-10
0.0001844,75,0.05,1.00E-10
0.0001848,70,0.05,1.00E-10
0.0001852,70,0.05,1.00E-10
0.0001856,75,0.05,1.00E-10
0.000186,78,0.05,1.00E-10
0.0001864,73,0.05,1.00E-10
0.0001868,75,0.05,1.00E-10
0.0001872,74,0.05,1.00E-10
0.0001876,68,0.05,1.00E-10
0.000188,74,0.05,1.00E-10
0.0001884,71,0.05,1.00E-10
0.0001888,71,0.05,1.00E-10
0.0001892,78,0.05,1.00E-10
0.0001896,71,0.05,1.00E-10
0.00019,77,0.05,1.00E-10
0.0001904,74,0.05,1.00E-10
0.0001908,75,0.05,1.00E-10
0.0001912,74,0.05,1.00E-10
0.0001916,80,0.05,1.00E-10
0.000192,80,0.05,1.00E-10
0.0001924,80,0.05,1.00E-10
0.0001928,81,0.05,1.00E-10
0.0001932,78,0.05,1.00E-10
