Time,C2H4_ppm
0.321177125,0.543478261
0.378026186,0.652173913
0.44920331,1.195652174
0.514636858,1.52173913
0.583003953,2.173913043
0.648530138,2.826086957
0.722609931,3.586956522
0.776926877,4.782608696
0.845324852,5.543478261
0.919497283,6.630434783
0.973721591,7.5
1.053730237,9.130434783
1.116384634,9.673913043
