Time,CO_mol/cm^3
0.000035740078265396964, 5.142842747014653e-9
0.00005069615894929549, 8.308560487731137e-9
0.00007134019695112048, 1.2880368149678363e-8
0.00009056784400665092, 1.6983927041870296e-8
0.00012056957950543887, 2.1447741892141543e-8
0.000140550209099612, 2.4851614853630264e-8

