Time,O2
0.358709241,1.173103448
0.408589436,1.163448276
0.476612147,1.148965517
0.544666111,1.124827586
0.630831337,1.105517241
0.757657048,1.124827586
0.875528701,1.110344828
1.016074591,1.091034483
1.156589228,1.08137931
1.292634649,1.052413793
1.424085842,1.042758621
1.564662986,1.013793103
1.705302636,0.965517241
1.823127409,0.965517241
1.968095635,0.98
2.099624961,0.946206897
2.226528805,0.94137931
2.38517033,0.931724138
2.512089801,0.922068966
