Time,CH3_ppm
4.126080023162448e-14,58.8757396441128
4.1264926311647645e-10,58.87573106790129
4.538729286278925e-09,58.87564530595294
2.1982526016818197e-08,58.87528273365744
6.293426638260384e-08,58.87443156215765
1.4208443857662778e-07,58.87278651541085
2.8488266782987273e-07,58.869818847949304
5.367997190115442e-07,58.86458417556789
9.839636937159242e-07,58.85529469091915
1.858704032502671e-06,58.837131111803394
3.307938602781544e-06,58.8070630778628
4.757173173060417e-06,58.77702575686671
6.20640774333929e-06,58.747019103921325
7.655642313618163e-06,58.71704307279597
9.104876883897037e-06,58.687097616878
1.0913484886521765e-05,58.64976927075502
1.2722092889146493e-05,58.612488388360475
1.4530700891771221e-05,58.57525487540058
1.633930889439595e-05,58.53806863869046
2.0291001148982323e-05,58.45698315894277
2.4242693403568697e-05,58.37612200365292
3.042508877021864e-05,58.25006307909045
3.6607484136868586e-05,58.12454741018675
4.278987950351853e-05,57.999571490008215
4.8972274870168474e-05,57.875131845284095
5.8470205148611444e-05,57.68499379464317
6.796813542705441e-05,57.49610097957512
7.746606570549738e-05,57.30844120897447
8.696399598394034e-05,57.12200244824033
0.00010343746145022626,56.801498488995
0.00012939507162657788,56.303707842046784
0.0001553526818029295,55.8145663179439
0.00017333344227431373,55.48069222386922
0.00019131420274569796,55.150788760719806
0.0002092949632170822,54.824785501736585
0.00022727572368846642,54.50261368390499
0.0002452564841598507,54.18420615786997
0.0002632372446312349,53.86949733548052
0.00028121800510261914,53.558423142092785
0.0003095495640524928,53.07550047636807
0.0003378811230023665,52.60120874731573
0.00036621268195224016,52.13531865292517
0.00039454424090211383,51.677608934124656
0.0004228757998519875,51.227866000873355
0.0004512073588018612,50.78588362494875
0.00047953891775173485,50.351462649533964
0.0005078704767016085,49.92441068708248
0.0005523228095186648,49.26877219081994
0.0005967751423357211,48.630131010895184
0.0006412274751527774,48.007834610179714
0.0006856798079698337,47.401263425314745
0.00073013214078689,46.80982883441599
0.0007745844736039464,46.23297124433868
0.0008190368064210027,45.67015830620859
0.000863489139238059,45.1208832725643
0.0009079414720551153,44.58466348324715
0.0009523938048721716,44.06103895622453
0.0009968461376892279,43.54957106989266
0.001041298470506284,43.04984133427694
