Time,H_mol/cm^3,Relative_Uncertainty,W
3.79367E-05,1.45641E-14,.05,1e-10
7.83404E-05,1.89333E-13,.05,1e-10
0.000131114,3.78665E-13,.05,.24
0.000170275,6.69946E-13,.05,.24
0.000209432,1.03405E-12,.05,.24
0.000251889,1.39815E-12,.05,.24
0.000290225,1.68943E-12,.05,.24
0.000330202,2.14092E-12,.05,.24
0.000361121,2.31568E-12,.05,.24
0.0003871,2.33025E-12,.05,.24
