Time,H_mol/cm^3
6.29617E-05,6.32757E-11
0.000106887,6.27586E-11
0.000176446,6.1721E-11
0.000246017,6.0421E-11
0.000374147,5.86064E-11
0.00042906,5.78287E-11
0.000524276,5.57458E-11
0.000601128,5.52344E-11
0.000718236,5.44676E-11
0.000798735,5.42193E-11
0.000886563,5.37098E-11
0.001010964,5.34691E-11
0.00110245,5.29602E-11
0.00123051,5.27202E-11
0.00130735,5.24712E-11
0.001406118,5.27509E-11
0.00150858,5.2244E-11
