Time,CO
0.201274058,0.002136646
0.252489776,0.002118012
0.320836329,0.00215528
0.389112167,0.002118012
0.451748441,0.002136646
0.514402395,0.002173913
0.588388511,0.00215528
0.648143128,0.002136646
0.716454324,0.002136646
0.776244299,0.00215528
0.847419473,0.002173913
0.921405589,0.00215528
0.983971148,0.002099379
1.052388417,0.00221118
1.112089997,0.002136646
