Time,CO_ppm,Relative_Uncertainty,W
1.4556E-05,12.45551601,0.05,1.00E-10
4.65793E-05,34.25266904,0.05,1.00E-10
6.9869E-05,68.50533808,0.05,1.00E-10
9.02475E-05,108.9857651,0.05,1.00E-10
9.89811E-05,143.2384342,0.05,1.00E-10
0.00011936,186.8327402,0.05,1.00E-10
0.000133916,245.9964413,0.05,1.00E-10
0.000142649,317.6156584,0.05,1.00E-10
0.000160116,364.3238434,0.05,1.00E-10
0.00016885,439.0569395,0.05,1.00E-10
0.000180495,498.2206406,0.05,1.00E-10
0.000189229,563.6120996,0.05,1.00E-10
0.000195051,610.3202847,0.05,1.00E-10
0.000206696,675.7117438,0.05,1.00E-10
0.000218341,753.5587189,0.05,1.00E-10
0.000229985,853.202847,0.05,1.00E-10
0.00024163,924.8220641,0.05,1.00E-10
0.000244541,1005.782918,0.05,1.00E-10
0.00026492,1124.11032,0.05,1.00E-10
0.000285298,1226.868327,0.05,1.00E-10
0.00031441,1301.601423,0.05,1.00E-10
0.000326055,1354.537367,0.05,1.00E-10
0.000343523,1404.359431,0.05,1.00E-10
0.000372635,1438.6121,0.05,1.00E-10
0.000413392,1438.6121,0.05,1.00E-10
0.000451237,1423.042705,0.05,1.00E-10
0.000480349,1423.042705,0.05,1.00E-10
0.000524017,1404.359431,0.05,0.19245009
0.000570597,1391.903915,0.05,0.19245009
0.000614265,1373.220641,0.05,0.19245009
0.000663755,1354.537367,0.05,0.19245009
0.000689956,1332.740214,0.05,0.19245009
0.000733624,1310.94306,0.05,0.19245009
0.000780204,1282.918149,0.05,0.19245009
0.000815138,1261.120996,0.05,0.19245009
0.000858806,1242.437722,0.05,0.19245009
0.000919942,1217.52669,0.05,0.19245009
0.000981077,1183.274021,0.05,0.19245009
0.001048035,1164.590747,0.05,0.19245009
0.001097525,1149.021352,0.05,0.19245009
0.001141194,1127.224199,0.05,0.19245009
0.001199418,1105.427046,0.05,0.19245009
0.001260553,1080.516014,0.05,0.19245009
0.001333333,1061.83274,0.05,0.19245009
0.001388646,1033.807829,0.05,0.19245009
0.001461426,1018.238434,0.05,0.19245009
0.001519651,999.5551601,0.05,0.19245009
0.001595342,977.7580071,0.05,0.19245009
0.001650655,959.0747331,0.05,0.19245009
0.00171179,943.5053381,0.05,0.19245009
0.001790393,915.480427,0.05,0.19245009
0.001845706,909.252669,0.05,0.19245009
0.001915575,893.683274,0.05,0.19245009
0.001962154,881.227758,0.05,0.19245009
