Time,H_ppm,Relative_Uncertainty,W
5.097314919714527e-13,1.0600010529190527,0.1,0.01728252824550709
5.097824651206498e-09,1.0599938330206995,0.1,0.01728252824550709
5.6070973848351765e-08,1.0599216373790257,0.1,0.01728252824550709
1.4356155685320038e-07,1.0597977314691513,0.1,0.01728252824550709
2.978205530327784e-07,1.059579302169213,0.1,0.01728252824550709
5.665744067418917e-07,1.0591988582130234,0.1,0.01728252824550709
1.0342760823691758e-06,1.0585371180115208,0.1,0.01728252824550709
1.8566662576220435e-06,1.0573745583977532,0.1,0.01728252824550709
3.4091700077599517e-06,1.0551834293992461,0.1,0.01728252824550709
6.841245751522357e-06,1.0503559602258123,0.1,0.01728252824550709
1.0273321495284763e-05,1.045551005695562,0.1,0.01728252824550709
1.370539723904717e-05,1.0407684698456652,0.1,0.01728252824550709
1.7137472982809574e-05,1.036008253409461,0.1,0.01728252824550709
2.0309015269408423e-05,1.031629165442522,0.1,0.01728252824550709
2.348055755600727e-05,1.0272689823336332,0.1,0.01728252824550709
2.6652099842606115e-05,1.02292761829485,0.1,0.01728252824550709
3.354646486501117e-05,1.0135548097794616,0.1,0.01728252824550709
4.0440829887416226e-05,1.004269742900502,0.1,0.01728252824550709
4.733519490982128e-05,0.995071619007253,0.1,0.01728252824550709
5.4229559932226336e-05,0.985959651212683,0.1,0.01728252824550709
6.112392495463139e-05,0.9769330593725957,0.1,0.01728252824550709
6.801828997703645e-05,0.9679910690858164,0.1,0.01728252824550709
7.85612205264736e-05,0.954478753472666,0.1,0.01728252824550709
9.447312930656906e-05,0.934450526014168,0.1,0.01728252824550709
0.00011038503808666453,0.914853478352981,0.1,0.01728252824550709
0.00012629694686676,0.8956785728479539,0.1,0.01728252824550709
0.00014220885564685546,0.8769169705110547,0.1,0.01728252824550709
0.00015812076442695092,0.8585600168609464,0.1,0.01728252824550709
0.0001740326732070464,0.8405992250796792,0.1,0.01728252824550709
0.00018994458198714185,0.8230262704998624,0.1,0.01728252824550709
0.00021434462721989933,0.7968138335210997,0.1,0.01728252824550709
0.00025931918168310263,0.7507424663682716,0.1,0.01728252824550709
0.00030429373614630594,0.7074355793731402,0.1,0.01728252824550709
0.0003327402481737044,0.6813972336107973,0.1,0.01728252824550709
0.00036118676020110285,0.6563605649062392,0.1,0.01728252824550709
0.0003896332722285013,0.6322877927911428,0.1,0.01728252824550709
0.00041807978425589977,0.6091425099416916,0.1,0.01728252824550709
0.00044652629628329823,0.5868896355944215,0.1,0.01728252824550709
0.0004749728083106967,0.5654953669248112,0.1,0.01728252824550709
0.0005034193203380951,0.5449271342200913,0.1,0.01728252824550709
0.0005318658323654936,0.5251535596830255,0.1,0.01728252824550709
0.000560312344392892,0.5061444178820901,0.1,0.01728252824550709
0.0006088764280531645,0.47537577841078243,0.1,0.01728252824550709
0.0006448965776105244,0.4538575610785543,0.1,0.01728252824550709
0.0006809167271678842,0.43338959301028906,0.1,0.01728252824550709
0.0007169368767252441,0.4139212442715088,0.1,0.01728252824550709
0.000752957026282604,0.39540426010213453,0.1,0.01728252824550709
0.0007889771758399639,0.3777926716329611,0.1,0.01728252824550709
0.0008532399469085194,0.34848485227916304,0.1,0.01728252824550709
0.0009175027179770749,0.3216880550106507,0.1,0.01728252824550709
0.0009817654890456303,0.2971890489258051,0.1,0.01728252824550709
0.0010460282601141857,0.27479238689252783,0.1,0.01728252824550709
0.001110291031182741,0.25431896368966384,0.1,0.01728252824550709
0.0011745538022512965,0.23560471158447954,0.1,0.01728252824550709
