Time,H2O
0.064113831,0.000677989
0.083427639,0.000831247
0.103567477,0.001092456
0.127002604,0.001570405
0.152484403,0.001870191
0.172624241,0.002131399
0.195230393,0.002429713
0.22113036,0.002908924
0.244565487,0.003386874
