Time,H2O_ppm
0.001005,13.00804
0.001009,25.68216
0.001013,38.37523
0.001017,70.14031
0.001021,76.49562
0.0010249999999999999,25.68216
0.001029,19.34403
0.0010329999999999998,44.71979
0.001037,76.49562
0.001041,32.03282
0.001045,63.77675
0.001049,25.68216
0.001053,19.34403
0.001057,76.49562
0.0010609999999999999,63.77675
0.001065,44.71979
0.0010689999999999999,51.0769
0.001073,38.37523
0.001077,44.71979
0.001081,63.77675
0.001085,44.71979
0.001089,57.42575
0.001093,70.14031
0.0010969999999999999,57.42575
0.001101,70.14031
0.0011049999999999999,63.77675
0.001109,44.71979
0.001113,38.37523
0.001117,51.0769
0.001121,51.0769
0.001125,63.77675
0.001129,70.14031
0.001133,76.49562
0.001137,114.69356
0.0011409999999999999,101.9488
0.001145,76.49562
0.0011489999999999998,63.77675
0.001153,51.0769
0.001157,89.22310999999999
0.001161,76.49562
0.001165,108.32531999999999
0.001169,82.85307
0.001173,108.32531999999999
0.0011769999999999999,95.58487
0.001181,108.32531999999999
0.0011849999999999999,89.22310999999999
0.001189,127.44698000000001
0.001193,89.22310999999999
0.001197,108.32531999999999
0.001201,127.44698000000001
0.001205,114.69356
0.001209,108.32531999999999
0.0012129999999999999,133.82172
0.001217,140.20907
0.0012209999999999999,133.82172
0.001225,184.92911999999998
0.0012289999999999998,159.36326
0.001233,178.53701
0.001237,184.92911999999998
0.001241,165.74884
0.001245,204.12901000000002
0.001249,165.74884
0.001253,178.53701
0.0012569999999999999,184.92911999999998
0.001261,197.73036000000002
0.0012649999999999998,178.53701
0.001269,216.94335
0.001273,210.52983999999998
0.001277,229.76645
0.001281,242.58778999999998
0.001285,268.27783999999997
0.001289,236.17602999999997
0.0012929999999999999,255.42842000000002
0.001297,255.42842000000002
0.0013009999999999999,293.99255
0.001305,293.99255
0.0013089999999999998,293.99255
0.001313,268.27783999999997
0.001317,313.30436000000003
0.001321,306.8684
0.001325,274.70059
0.0013289999999999999,339.08086000000003
0.001333,326.19347
0.0013369999999999999,351.98767999999995
0.001341,313.30436000000003
0.0013449999999999998,313.30436000000003
0.001349,364.90339
0.001353,332.63606
0.001357,339.08086000000003
0.001361,358.44971
0.001365,377.82797999999997
0.001369,403.69327999999996
0.0013729999999999999,351.98767999999995
0.001377,384.28832
0.0013809999999999998,364.90339
0.001385,403.69327999999996
0.001389,410.16253
0.001393,416.64462000000003
0.001397,436.08307
0.001401,410.16253
0.001405,468.52884000000006
0.0014089999999999999,481.51435
0.001413,475.02047999999996
0.0014169999999999999,501.02013
0.001421,488.02112999999997
0.0014249999999999998,507.53367000000003
0.001429,520.54619
0.001433,507.53367000000003
0.001437,533.57842
0.001441,553.1383900000001
0.0014449999999999999,611.9408900000001
0.001449,559.65935
0.0014529999999999999,592.31958
0.001457,585.78727
0.0014609999999999998,605.40174
0.001465,598.86488
0.001469,644.69228
0.001473,670.92814
0.001477,644.69228
0.001481,657.811
0.001485,677.50091
0.0014889999999999999,684.06521
0.001493,703.78269
0.0014969999999999998,730.1121
0.001501,736.69484
0.0015049999999999998,723.52089
0.001509,756.4676900000001
0.001513,789.47241
0.001517,796.076
0.001521,782.86033
0.0015249999999999999,815.91153
0.001529,835.76804
0.0015329999999999999,842.3987800000001
0.001537,849.0210099999999
0.0015409999999999998,882.18899
0.001545,862.2833400000001
0.001549,888.8252699999999
0.001553,928.7141
0.001557,935.36685
0.0015609999999999999,955.3611
0.001565,962.0233
0.0015689999999999999,915.4047699999999
0.001573,1002.0681300000001
0.0015769999999999998,982.03504
0.001581,988.7067099999999
0.0015849999999999998,995.3917
0.001589,1015.4390599999999
0.001593,1042.19856
0.001597,1069.0072400000001
0.001601,1089.1334
0.0016049999999999999,1089.1334
0.001609,1115.99822
0.0016129999999999999,1109.28116
0.001617,1142.90154
0.0016209999999999998,1149.64167
0.001625,1129.45057
0.001629,1169.85451
0.001633,1183.33447
0.001637,1190.08913
0.0016409999999999999,1203.5947
0.001645,1230.62393
0.0016489999999999999,1250.92419
0.001653,1257.6921300000001
0.0016569999999999998,1271.2464300000001
0.001661,1318.7581400000001
0.001665,1284.81053
0.001669,1332.3454800000002
0.001673,1298.37331
0.0016769999999999999,1305.1695
0.001681,1345.95381
0.0016849999999999999,1366.37923
0.001689,1352.75609
0.0016929999999999998,1366.37923
0.001697,1373.18893
0.0017009999999999998,1393.64402
0.001705,1400.47479
0.001709,1414.1214300000001
0.001713,1434.62119
0.001717,1455.1545800000001
0.0017209999999999999,1461.99656
0.001725,1475.6992300000002
0.0017289999999999999,1496.26638
0.001733,1509.9828400000001
0.0017369999999999998,1537.4684
0.001741,1564.98298
0.001745,1558.1033699999998
0.001749,1530.58761
0.001753,1578.76105
0.0017569999999999999,1530.58761
0.001761,1564.98298
0.0017649999999999999,1613.24487
0.001769,1599.4414800000002
0.0017729999999999998,1599.4414800000002
0.001777,1613.24487
0.0017809999999999998,1613.24487
0.001785,1640.8708199999999
0.001789,1599.4414800000002
0.0017929999999999999,1640.8708199999999
0.001797,1661.61982
0.0018009999999999999,1654.70471
0.001805,1661.61982
0.0018089999999999998,1682.3917800000002
0.001813,1647.7808300000002
0.0018169999999999998,1682.3917800000002
0.001821,1661.61982
0.001825,1703.18675
0.001829,1696.25632
0.001833,1675.46902
0.0018369999999999999,1689.32845
0.001841,1710.1311
0.0018449999999999999,1730.9568399999998
0.001849,1724.00477
0.0018529999999999998,1730.9568399999998
0.001857,1703.18675
0.001861,1689.32845
0.001865,1751.8057
0.001869,1730.9568399999998
0.0018729999999999999,1758.75667
0.001877,1737.9000899999999
0.0018809999999999999,1730.9568399999998
0.001885,1730.9568399999998
0.0018889999999999998,1744.8459100000002
0.001893,1800.5394600000002
0.0018969999999999998,1772.6777399999999
0.001901,1772.6777399999999
0.001905,1779.6364399999998
0.0019089999999999999,1800.5394600000002
0.001913,1793.57301
0.0019169999999999999,1779.6364399999998
0.001921,1821.4657899999997
0.0019249999999999998,1842.4154600000002
0.001929,1821.4657899999997
0.0019329999999999998,1786.5977300000002
0.001937,1821.4657899999997
0.001941,1814.4915600000002
0.001945,1786.5977300000002
0.001949,1821.4657899999997
0.0019529999999999999,1849.4115199999999
0.001957,1849.4115199999999
0.001961,1877.3874399999997
0.0019649999999999997,1870.39242
0.001969,1870.39242
0.001973,1814.4915600000002
0.001977,1863.38854
0.001981,1856.3987300000001
0.001985,1828.4540399999998
0.001989,1849.4115199999999
0.001993,1863.38854
0.001997,1884.3850699999998
